x[nm],y [nm],z [nm]
1926.72352962216,0,0
158.970630585729,0,0
9495.32600400165,0,0
5124.51319692685,0,0
7353.31593146657,0,0
5208.73528528134,0,0
3119.40162421466,0,0
9924.41096866959,0,0
8877.61639840696,0,0
8233.03567496224,0,0
7721.23952180997,0,0
3862.43030252265,0,0
3282.24136341583,0,0
8507.89777593857,0,0
7302.96877211192,0,0
4710.20234871727,0,0
8995.88754989452,0,0
5925.76917016705,0,0
6194.35656012568,0,0
7668.58506203144,0,0
6119.43368071878,0,0
8836.63659464809,0,0
9807.56945116107,0,0
298.354173890438,0,0
6463.56857611346,0,0
5016.29466388019,0,0
1009.43191635005,0,0
1853.39884814075,0,0
1521.75625945943,0,0
6810.77692746202,0,0
1468.56723435799,0,0
1771.47559556307,0,0
1047.82282398626,0,0
5020.45076555055,0,0
520.69966358179,0,0
4840.74014234745,0,0
4426.82269900911,0,0
7921.37502034957,0,0
5393.48747945242,0,0
8992.13177479529,0,0
6497.29861985389,0,0
6249.89767578836,0,0
1222.36886537509,0,0
5147.82594986377,0,0
1286.69648339333,0,0
7780.35054005629,0,0
4947.00606673763,0,0
5876.92077822487,0,0
6051.09634209583,0,0
1676.15251051285,0,0
916.428389408158,0,0
9271.63042122749,0,0
5511.30667025124,0,0
3146.62963621784,0,0
714.043535264909,0,0
2839.1422593842,0,0
6733.7213502661,0,0
408.328251816221,0,0
2537.36626474151,0,0
7783.18412813163,0,0
5836.48002073445,0,0
7996.71503210525,0,0
6362.87004079483,0,0
603.913303157477,0,0
9689.17087508511,0,0
4035.22577832816,0,0
6856.47139443316,0,0
7757.58515668706,0,0
2887.23161667943,0,0
9057.64415301861,0,0
3220.19401743866,0,0
9881.60817066276,0,0
5404.82256681422,0,0
6124.27233420495,0,0
9551.11699391814,0,0
9705.18389117961,0,0
448.433031250455,0,0
2708.06486636027,0,0
5843.2147286137,0,0
9849.22721740311,0,0
7977.8609263118,0,0
7008.10379768693,0,0
1846.51435824101,0,0
7095.85583681734,0,0
7116.80946020118,0,0
6318.73509976493,0,0
7341.60294987736,0,0
3583.47751204983,0,0
1142.53078430546,0,0
1541.45074311987,0,0
1226.21039147678,0,0
9639.67062053675,0,0
2453.06837765018,0,0
2375.29922704222,0,0
9227.55032040478,0,0
174.311109573747,0,0
2103.64192425425,0,0
5024.428479056,0,0
5166.71992764702,0,0
8655.15054483722,0,0
9322.06238932083,0,0
9073.08436540552,0,0
3924.91708750261,0,0
5540.04167117671,0,0
7954.1619341287,0,0
9039.81741282158,0,0
7094.18923657585,0,0
3132.36344294759,0,0
123.960048861227,0,0
8758.17458219891,0,0
9518.99885451708,0,0
704.267510197261,0,0
8691.81391940366,0,0
3207.47211291613,0,0
3109.9820801088,0,0
1279.83110148568,0,0
2625.28242422834,0,0
7721.9128628223,0,0
5929.59366308063,0,0
2207.49356326801,0,0
8074.78935345735,0,0
9901.51417731528,0,0
3003.17611015275,0,0
4821.56499888332,0,0
5985.53185066976,0,0
7893.58454710152,0,0
7365.54673754995,0,0
5032.41181274551,0,0
846.325797886425,0,0
7155.55379864371,0,0
9496.40222878556,0,0
2210.90430964519,0,0
7373.31783386433,0,0
8083.99969854125,0,0
4180.99660200682,0,0
4484.41628116663,0,0
601.358960629143,0,0
8622.48167714022,0,0
2583.19239112795,0,0
9248.68048914109,0,0
7665.40250225179,0,0
8947.65223853448,0,0
5455.61217123506,0,0
3753.65487564265,0,0
3898.53211360354,0,0
8723.36049692109,0,0
6765.71816666683,0,0
8282.32548429618,0,0
1720.47206075355,0,0
97.6499703288958,0,0
2148.7024673941,0,0
6162.97840371876,0,0
4322.89676729246,0,0
6322.85563029782,0,0
5539.72786255309,0,0
2951.35727051646,0,0
9017.30632813947,0,0
9983.92870114128,0,0
348.898646799732,0,0
7503.70346821417,0,0
7731.11340754368,0,0
4397.99122465928,0,0
5359.8608252755,0,0
5762.17349483354,0,0
6034.49238122872,0,0
6990.90470468199,0,0
4176.06323103153,0,0
8872.1298199007,0,0
174.403120583578,0,0
8294.93762018484,0,0
344.134520161816,0,0
9041.32270802589,0,0
6781.77027389069,0,0
5766.40046656646,0,0
5429.97469599637,0,0
930.516510797712,0,0
4508.89377053872,0,0
9485.07564511982,0,0
3574.19238973986,0,0
8437.1080429902,0,0
5818.72737298574,0,0
8619.33171134723,0,0
8008.91461738033,0,0
5478.2922250326,0,0
7295.31028848788,0,0
3677.22773192415,0,0
7884.97069946651,0,0
4169.38886604988,0,0
7524.35746198616,0,0
7722.32517562779,0,0
8286.66820171726,0,0
8683.50455261349,0,0
5520.14311217582,0,0
7449.01304324814,0,0
9156.09187210392,0,0
3157.84748986321,0,0
4620.19841424144,0,0
3927.66428921144,0,0
6696.6776853397,0,0
8541.6265002677,0,0
3527.44387482287,0,0
8971.98143200522,0,0
792.474952353558,0,0
3582.30365101943,0,0
5612.51365624883,0,0
2202.67076682386,0,0
4888.97357717033,0,0
5276.53967311876,0,0
8184.6415781616,0,0
8875.19196277281,0,0
6007.39640126242,0,0
6981.3546998841,0,0
3243.54165363056,0,0
5923.39675068224,0,0
2307.73320249525,0,0
9634.72964342537,0,0
4955.89397628888,0,0
9108.69253902734,0,0
4202.64435657968,0,0
9478.19317673114,0,0
4974.9023327925,0,0
5117.57365926763,0,0
7702.02136936855,0,0
7075.08258510764,0,0
6930.51140888346,0,0
4663.34206904826,0,0
1150.54298153221,0,0
9643.30635960026,0,0
4124.30902759505,0,0
943.483227906924,0,0
5933.18495801726,0,0
3579.13874760924,0,0
3328.49287617962,0,0
651.90481427152,0,0
6341.12389185897,0,0
2841.38709701236,0,0
2278.05915192694,0,0
9989.19156729668,0,0
6463.10417613505,0,0
3442.7980258347,0,0
6045.33604516838,0,0
7163.87510587545,0,0
7904.58540442288,0,0
4172.69744307027,0,0
4606.63467457174,0,0
8194.87479748558,0,0
3938.85111127919,0,0
8864.73986446259,0,0
3619.72576156741,0,0
5323.42051979677,0,0
3393.61002291592,0,0
9498.27190222637,0,0
8205.09721823744,0,0
1883.21960638533,0,0
5674.45182511184,0,0
9823.01601817661,0,0
4139.62144888908,0,0
5652.32177243844,0,0
5600.44723243207,0,0
5277.62967211861,0,0
4398.07642430802,0,0
5905.69727183867,0,0
3547.30783075117,0,0
9842.2132851414,0,0
2117.92256134808,0,0
1024.6510242532,0,0
387.460200880833,0,0
5734.19438568736,0,0
694.228393702094,0,0
4586.30439965037,0,0
5499.43601773552,0,0
3309.61685960123,0,0
5542.94521892847,0,0
202.060678295257,0,0
5422.28958077038,0,0
4649.87935675412,0,0
8382.80637154034,0,0
5265.86376131583,0,0
512.070595930905,0,0
4230.44056518232,0,0
9229.17550694492,0,0
2774.7332267982,0,0
2676.42310839474,0,0
9951.63057328856,0,0
1252.58619331077,0,0
4342.89402489801,0,0
5333.07228078813,0,0
5269.02103124702,0,0
9576.99094343987,0,0
414.582926929637,0,0
7653.74658401042,0,0
3938.89063002456,0,0
3212.77214007812,0,0
5688.23309060347,0,0
5398.22972077098,0,0
318.08568495487,0,0
6919.11020579354,0,0
3803.43586725119,0,0
7106.95925373933,0,0
5890.50764355164,0,0
4294.2142479734,0,0
6534.86759666257,0,0
7297.00495629495,0,0
3409.40781644427,0,0
5174.91925743416,0,0
9334.65292029508,0,0
3224.93880312588,0,0
74.0521581021491,0,0
8567.10403499077,0,0
2416.1501600302,0,0
1093.49481634334,0,0
5456.14298616592,0,0
3961.20252817129,0,0
5157.54146457607,0,0
2047.75346671926,0,0
2196.36423951146,0,0
4882.59345273144,0,0
7430.36201353152,0,0
3853.39609078725,0,0
5003.26400543678,0,0
7369.14037621677,0,0
4156.26915171696,0,0
1827.61707807552,0,0
9856.51050360615,0,0
6739.8393057807,0,0
9536.7334618351,0,0
2344.12800640035,0,0
1192.76831840456,0,0
6826.63602206413,0,0
2912.7873946054,0,0
9929.05914733426,0,0
7359.3965818397,0,0
4408.45814051007,0,0
1322.81419583516,0,0
6291.31838416468,0,0
7646.39906748657,0,0
2108.34037737801,0,0
7654.2516097095,0,0
8241.42761760338,0,0
8976.84595766434,0,0
1488.24371562133,0,0
933.256069753913,0,0
2986.53032095393,0,0
7770.07928237152,0,0
240.771826663667,0,0
2869.73643417744,0,0
3227.98531560085,0,0
211.822599625158,0,0
8611.14461837225,0,0
9584.80296562949,0,0
9289.04410919065,0,0
9538.68719409075,0,0
6492.23597181555,0,0
9090.77212567275,0,0
1922.1172472206,0,0
9641.71311648723,0,0
2443.0215848085,0,0
2454.37804020886,0,0
2427.19428265434,0,0
6381.35450798123,0,0
9721.59250101162,0,0
2358.79781967816,0,0
5289.2502137459,0,0
6967.32941370036,0,0
9176.56433883947,0,0
3609.37292983056,0,0
1152.82055910547,0,0
1329.30712847161,0,0
4583.87955077168,0,0
3724.56749950072,0,0
2337.43791598302,0,0
7102.1570814395,0,0
9485.79119052499,0,0
7019.51816416209,0,0
377.317227249615,0,0
9735.34000191591,0,0
3376.34758038057,0,0
7144.85422393084,0,0
9431.8965626855,0,0
2599.68569279712,0,0
7921.90249399323,0,0
8498.8352869232,0,0
4916.14236438267,0,0
7929.77263792267,0,0
733.657766723901,0,0
9297.42962353298,0,0
7882.44567273966,0,0
5393.15460810293,0,0
8899.83233499388,0,0
3377.20830335412,0,0
8337.33188504921,0,0
9354.38843408767,0,0
5472.24273703945,0,0
3650.55168872254,0,0
2309.5422937303,0,0
3781.13420977438,0,0
7556.39305955679,0,0
9162.38388790163,0,0
3102.49066927738,0,0
7580.89741338306,0,0
2883.02590230592,0,0
9109.5684005334,0,0
874.108881913248,0,0
3703.63175142118,0,0
878.591222901826,0,0
1000.36457479602,0,0
392.880531895318,0,0
3892.49975905619,0,0
3827.53994386748,0,0
741.602163983149,0,0
1490.85632126024,0,0
2476.68996936754,0,0
7093.6585851493,0,0
1656.9676065572,0,0
4989.23990179993,0,0
7964.27251550185,0,0
8872.91576326419,0,0
6493.84284799785,0,0
3573.05399457222,0,0
7118.81379434295,0,0
1099.1205411548,0,0
1229.67198344898,0,0
7675.573200054,0,0
1462.1701850443,0,0
886.912752548556,0,0
4681.73518956554,0,0
4578.30118351421,0,0
5505.00201593223,0,0
8310.33429734214,0,0
7153.97774917022,0,0
8210.06250211831,0,0
7360.25926002353,0,0
9177.25762112308,0,0
2415.21530019849,0,0
1504.63347706765,0,0
7584.27489787881,0,0
410.451818148174,0,0
2761.07075190812,0,0
9030.16667434293,0,0
4476.99806524121,0,0
5361.58464005365,0,0
814.929299174953,0,0
8762.21991638868,0,0
6874.60611525751,0,0
7363.12471331954,0,0
7596.41449244988,0,0
2611.02150204734,0,0
2097.10081432588,0,0
8388.56220828998,0,0
6280.1436906445,0,0
2037.48094685148,0,0
9547.83808928734,0,0
5613.1000667838,0,0
8044.71350248883,0,0
2156.18507905483,0,0
2986.37385518955,0,0
1631.16211929968,0,0
7527.63196204768,0,0
5431.92785462765,0,0
892.240019515363,0,0
3848.67550393974,0,0
9985.40044620279,0,0
9303.82326403425,0,0
4104.76993866483,0,0
4277.49106487065,0,0
1766.94091222563,0,0
3307.04514437558,0,0
3178.02356815852,0,0
3169.05702149962,0,0
5182.33893722142,0,0
8047.07140400594,0,0
1103.21597446668,0,0
5005.66549339565,0,0
5466.27892707386,0,0
1290.68330819127,0,0
9450.09588911562,0,0
391.105701501776,0,0
3638.18442293902,0,0
5432.81559736,0,0
7481.98480955424,0,0
1536.4219787787,0,0
6318.52969785334,0,0
5184.46251437838,0,0
9173.29464196368,0,0
5184.3354333437,0,0
8790.17321601137,0,0
393.111432880296,0,0
474.454362554838,0,0
1967.7510008867,0,0
8148.08332585848,0,0
7072.58082297981,0,0
6188.73768087417,0,0
7034.22381262378,0,0
3010.5330309375,0,0
4454.89328950499,0,0
8453.28665535539,0,0
3610.60497365511,0,0
3534.15260466604,0,0
1873.90850520345,0,0
7476.22516417886,0,0
8906.67790754703,0,0
3301.95500526814,0,0
8731.64202964287,0,0
4854.63247647569,0,0
7830.75419312209,0,0
2625.3340405004,0,0
834.405147898207,0,0
1636.64505418893,0,0
9602.8196616803,0,0
8919.49736456266,0,0
5923.18315601575,0,0
2943.41294896659,0,0
5765.06198534197,0,0
5039.65517683395,0,0
2079.26007122762,0,0
2.14988395069837,0,0
893.691704669138,0,0
9238.9307316766,0,0
805.392476775428,0,0
4610.51476727904,0,0
5119.91010631585,0,0
9348.30333446033,0,0
4130.22478336186,0,0
9223.65357940671,0,0
2278.88639342534,0,0
9214.30711400101,0,0
847.03325464081,0,0
2538.8901465435,0,0
5360.72414095301,0,0
1232.63095972205,0,0
1116.19390490939,0,0
8551.9560478376,0,0
3283.27222678789,0,0
1829.32451087708,0,0
5484.46339885031,0,0
8119.8271948988,0,0
9962.07274238756,0,0
5458.4426218914,0,0
2648.64678409735,0,0
6756.86947802561,0,0
8891.38887096829,0,0
61.7464530421064,0,0
57.996250847564,0,0
5161.01752393954,0,0
9533.18372450082,0,0
3386.96821275719,0,0
9215.90081604016,0,0
2022.85081068892,0,0
9313.49648557957,0,0
3060.71892504816,0,0
8733.4248755787,0,0
3610.39298068897,0,0
8372.52227438541,0,0
8557.21523700792,0,0
4907.53570599427,0,0
7944.64163001918,0,0
4345.88564710748,0,0
3167.53122944298,0,0
2807.44170084928,0,0
6084.0879373725,0,0
4247.55730523115,0,0
8147.53095178397,0,0
1532.37337957079,0,0
3187.95604595195,0,0
8790.59413586849,0,0
3437.43515303093,0,0
8480.2363959827,0,0
7891.14806401095,0,0
7953.69867183033,0,0
5968.05655225323,0,0
2694.56243029304,0,0
9516.17468349626,0,0
8043.33015676376,0,0
370.752058760864,0,0
6112.82468569256,0,0
3866.07684633394,0,0
6569.80707437817,0,0
8953.40457033555,0,0
19.4033104223856,0,0
8896.84913420247,0,0
5518.89022817354,0,0
1403.21917640821,0,0
5513.68395721711,0,0
1001.5242601682,0,0
455.646362786316,0,0
7932.01971911891,0,0
3950.62489771097,0,0
2114.89477364869,0,0
477.886321008193,0,0
9080.32594309125,0,0
2671.77634432154,0,0
7711.77300846557,0,0
4269.18329518703,0,0
295.944013556352,0,0
2054.77075494896,0,0
3105.54098998936,0,0
6242.28151634243,0,0
9632.63197223844,0,0
5232.1609312829,0,0
4295.14791219863,0,0
4091.28910371217,0,0
8809.38259195353,0,0
9084.58884477642,0,0
1083.29336237042,0,0
1827.94403302755,0,0
7294.84180504675,0,0
8912.89227917913,0,0
7701.82049081419,0,0
7174.39318597445,0,0
1651.47707835516,0,0
1985.36949196369,0,0
3370.68862459143,0,0
9562.11406742701,0,0
8443.228088946,0,0
2162.88013919396,0,0
1525.12065791528,0,0
8683.44997945646,0,0
1690.23858489894,0,0
5162.59520764734,0,0
4500.40526739446,0,0
3237.98066150993,0,0
689.567912744741,0,0
6790.21142061339,0,0
6925.64426450504,0,0
1783.2208112342,0,0
8198.99475528978,0,0
7117.18698379349,0,0
752.800177982069,0,0
7479.75127741663,0,0
4104.31566112767,0,0
8624.81635240448,0,0
3985.24498571886,0,0
186.34165225108,0,0
8148.27380599582,0,0
9521.16769228317,0,0
2901.26244574018,0,0
2519.22535948221,0,0
3107.76057857933,0,0
6549.37222124967,0,0
8064.57614717733,0,0
5876.64915489273,0,0
6882.28644974601,0,0
8439.80074587754,0,0
8795.40784667923,0,0
206.734977371987,0,0
5818.3806215971,0,0
4317.343819587,0,0
8232.49367197505,0,0
7298.06364606454,0,0
2699.7157195743,0,0
3401.44258419323,0,0
6004.71439635071,0,0
5482.86860969046,0,0
8272.16284475803,0,0
6238.5774468119,0,0
4519.56090165973,0,0
9320.4224202059,0,0
3752.18007515304,0,0
1997.88983521565,0,0
2025.6210897544,0,0
3247.17322406992,0,0
6251.26480244201,0,0
6980.58879774768,0,0
7293.76937145189,0,0
293.651657855651,0,0
6728.04410550133,0,0
8579.54476930567,0,0
3680.57498095796,0,0
4717.02552005187,0,0
8193.80215400072,0,0
6319.44534434088,0,0
1470.46873588361,0,0
9706.67182934972,0,0
3624.14528931152,0,0
4068.97402138898,0,0
3225.53292880174,0,0
9909.73779604386,0,0
1023.43581448241,0,0
3479.14284413809,0,0
3953.12741071093,0,0
7200.40028617854,0,0
6748.40871731819,0,0
6789.89306486596,0,0
8227.44674488058,0,0
6981.88896142918,0,0
2902.9052888972,0,0
347.952903058398,0,0
7248.48769900555,0,0
9876.98647281065,0,0
2216.34897870146,0,0
1796.00770475725,0,0
3516.43438717276,0,0
3928.3786447263,0,0
8980.83691146987,0,0
1853.2932696879,0,0
1794.76622001527,0,0
4621.43803338696,0,0
5236.20843626371,0,0
8157.73842307218,0,0
4459.13780973801,0,0
8468.80188168434,0,0
1073.8559193285,0,0
7426.88685164862,0,0
1110.43227383615,0,0
9958.76974705985,0,0
3940.27036429355,0,0
8562.68365343855,0,0
9250.69222276815,0,0
795.859083312206,0,0
673.973039642534,0,0
589.036369607124,0,0
749.866361128817,0,0
7050.72379054191,0,0
4799.42671446093,0,0
5995.7804575671,0,0
1195.49175999489,0,0
8341.96158425938,0,0
7979.14865187095,0,0
2392.67644189871,0,0
5119.27671353454,0,0
2265.47617693086,0,0
1170.49147932814,0,0
7413.13542219015,0,0
5172.06076264113,0,0
610.575634056404,0,0
4118.42374859006,0,0
3133.37018374883,0,0
5215.23839939927,0,0
3308.13616651229,0,0
6538.30830579029,0,0
8406.93250819319,0,0
191.961980371566,0,0
1059.19555542916,0,0
8449.9838492873,0,0
2984.88039252501,0,0
7629.42834962237,0,0
3115.95572903735,0,0
6190.08435388217,0,0
686.313214610602,0,0
2811.9038895483,0,0
1873.03431631792,0,0
33.4050655118567,0,0
1494.00537994186,0,0
500.849024275362,0,0
8479.15638523293,0,0
6816.59180934607,0,0
9986.90450397706,0,0
761.500375763645,0,0
6102.60842136114,0,0
1415.27934273327,0,0
2083.78392930402,0,0
1875.83582015471,0,0
4836.65434358622,0,0
7802.50592433554,0,0
3761.10797623862,0,0
7822.4878803638,0,0
6517.45009801146,0,0
7475.89472876525,0,0
8390.38919403531,0,0
7939.14512970207,0,0
4702.02278780972,0,0
2171.75638806126,0,0
4661.2160439089,0,0
4045.66439026292,0,0
9278.01602098316,0,0
6969.01861172448,0,0
2297.03391968422,0,0
7111.05905934622,0,0
8967.89790771674,0,0
6845.17416226645,0,0
1263.40626827566,0,0
1424.08282704079,0,0
7955.03184807749,0,0
293.024942947671,0,0
7057.44372552159,0,0
2346.99084018377,0,0
9651.19140627827,0,0
1136.70046893592,0,0
4209.70926968423,0,0
3966.8271412793,0,0
1577.45618894116,0,0
6208.00474433965,0,0
8230.18400669279,0,0
6321.31848625912,0,0
7618.35739432485,0,0
6356.49388382976,0,0
1449.16068939699,0,0
8631.80058041843,0,0
7263.61001315367,0,0
3602.84523411567,0,0
3863.84715508152,0,0
3278.27595676568,0,0
6607.98070018245,0,0
2468.48981117911,0,0
9931.05759916203,0,0
3855.58851476941,0,0
2543.46498356142,0,0
2595.80908567824,0,0
3382.77435070414,0,0
8340.54679029409,0,0
3657.62104349115,0,0
2309.5060771462,0,0
5813.49430539027,0,0
7552.72117542043,0,0
3294.68994903346,0,0
2166.7479986023,0,0
752.176307342976,0,0
3681.54420899881,0,0
9280.66885992468,0,0
5937.43898165721,0,0
8344.84223424477,0,0
372.502439290854,0,0
5019.08204068697,0,0
6814.05780692931,0,0
2534.78240349977,0,0
8060.66761562036,0,0
3512.09286263426,0,0
1882.90671711656,0,0
8840.1258599742,0,0
6524.47099488204,0,0
7914.01303294289,0,0
777.046228233662,0,0
6893.39242624857,0,0
1439.97559878948,0,0
5565.38119753154,0,0
2999.48906605786,0,0
5664.81346991217,0,0
1586.2902869101,0,0
280.806690349277,0,0
1661.86707316153,0,0
4673.64334682437,0,0
0,1345.59431942639,0
0,9055.58277862692,0
0,7149.82749931823,0
0,8196.10392095377,0
0,7784.34076187201,0
0,1272.88713563866,0
0,1436.04245728167,0
0,2247.49530905804,0
0,6095.71823925644,0
0,3364.87393508087,0
0,2358.38488343471,0
0,882.275695027069,0
0,8409.29485007416,0
0,7935.82263405323,0
0,890.821875207652,0
0,3554.13434651479,0
0,6797.69998034621,0
0,9549.43326585558,0
0,259.651920621262,0
0,6196.62624895147,0
0,7657.37921510986,0
0,4668.73825223821,0
0,3081.73239055992,0
0,7361.3643420392,0
0,5339.37621603068,0
0,1566.58249273717,0
0,7501.76673710932,0
0,624.258307060944,0
0,1128.91635044756,0
0,2710.70885198414,0
0,8710.65114594723,0
0,8928.44657940351,0
0,3318.33976680029,0
0,525.94796344821,0
0,6800.99330754064,0
0,6904.19744739909,0
0,8883.80860488065,0
0,4139.06296149745,0
0,5122.59753697949,0
0,8521.75159042405,0
0,4634.14518214157,0
0,3378.45537576328,0
0,5490.24190233852,0
0,5830.02019677188,0
0,5231.49519815759,0
0,1319.99632400318,0
0,75.8958996901271,0
0,3706.9044521663,0
0,4116.24445635267,0
0,9822.50113867651,0
0,35.9358464147985,0
0,3659.34584585673,0
0,1540.56482349025,0
0,434.333253953052,0
0,869.324281668353,0
0,2835.65097824195,0
0,1292.52509558792,0
0,3603.08077718873,0
0,9089.23759914642,0
0,6349.23646528706,0
0,2183.08975520777,0
0,7541.86530280158,0
0,2353.56401437081,0
0,3547.43424605633,0
0,2466.80375180176,0
0,3884.20746533009,0
0,8859.46721969788,0
0,9413.8592722215,0
0,1369.49793281651,0
0,519.275925717134,0
0,421.69297849749,0
0,2244.29718499418,0
0,9568.24850033139,0
0,4358.62527960226,0
0,7516.38404615754,0
0,5264.71710860929,0
0,2961.24122194456,0
0,4546.52567107629,0
0,9039.66067140201,0
0,4472.16331681717,0
0,970.627400067777,0
0,9778.15149411792,0
0,8702.40285320272,0
0,4876.5428639353,0
0,3244.50675184432,0
0,9521.85230914977,0
0,4715.52042728959,0
0,9694.40640332651,0
0,7424.8037714276,0
0,1262.76339012507,0
0,1109.53010379695,0
0,6648.4133927241,0
0,706.022872936969,0
0,5105.08577736895,0
0,3027.08096313847,0
0,8257.31962691199,0
0,9937.00900238436,0
0,6312.22509755555,0
0,867.697698364616,0
0,1738.90308251382,0
0,3573.0708902127,0
0,6914.33204736624,0
0,5390.31199744867,0
0,7511.65024153731,0
0,2294.2294700161,0
0,7023.77368244512,0
0,8977.08074505615,0
0,3886.72453771262,0
0,640.19635752505,0
0,2988.84592596838,0
0,5460.24546160407,0
0,4034.23768176699,0
0,7812.37903075021,0
0,6673.33168064703,0
0,161.687787678337,0
0,6269.00883771992,0
0,586.213666820201,0
0,5301.96385594331,0
0,7229.56392776179,0
0,4572.72389035887,0
0,2997.469606351,0
0,2503.41168047404,0
0,1238.78707758154,0
0,3097.58610924458,0
0,1358.33282457643,0
0,6582.98232879002,0
0,5142.05961669475,0
0,9715.41441062197,0
0,300.420696252944,0
0,3922.50423506974,0
0,3706.34515960888,0
0,6115.81712713677,0
0,787.068528947734,0
0,3669.94964170628,0
0,1976.0815607118,0
0,6027.38038388572,0
0,7638.51436955634,0
0,8196.45042670062,0
0,8270.57213437412,0
0,3931.47489902073,0
0,4198.8701289864,0
0,6713.79641995608,0
0,3524.8072295555,0
0,1934.98840978466,0
0,4094.1358382721,0
0,8799.37807665539,0
0,4669.21833447509,0
0,7302.23541821855,0
0,7177.03136067973,0
0,8774.89042418881,0
0,1361.80144971375,0
0,4673.80342714358,0
0,2343.70435940704,0
0,5127.06473454342,0
0,4911.13574713224,0
0,9347.94429167567,0
0,301.173705486629,0
0,4367.34580597939,0
0,7170.61970431861,0
0,9880.93318685078,0
0,2579.90851903237,0
0,4691.71399003385,0
0,5340.00734654108,0
0,4938.17521022691,0
0,7779.27794327655,0
0,9465.83082688536,0
0,8275.35087518331,0
0,739.279702741164,0
0,4976.02804219193,0
0,9977.38950645034,0
0,1064.90133445801,0
0,3665.41888598024,0
0,3220.36763456597,0
