x[nm],y [nm],z [nm]
2862.669,3682.284,338.009
2862.669,3682.284,338.009
2862.669,3682.284,338.009
2862.669,3682.284,338.009
2937.888,3726.705,348.598
2937.888,3726.705,348.598
2918.67,3707.349,342.973
2918.67,3707.349,342.973
2918.67,3707.349,342.973
2918.67,3707.349,342.973
2904.729,3696.907,342.285
2904.729,3696.907,342.285
2899.305,3711.563,332.491
2899.305,3711.563,332.491
2895.546,3708.079,335.696
2895.546,3708.079,335.696
2905.2,3717.608,337.254
2905.2,3717.608,337.254
2903.321,3705.499,333.002
2903.321,3705.499,333.002
2903.321,3705.499,333.002
2903.321,3705.499,333.002
2903.321,3705.499,333.002
2903.321,3705.499,333.002
2903.321,3705.499,333.002
2903.321,3705.499,333.002
2903.321,3705.499,333.002
2865.991,3686.913,337.121
2865.991,3686.913,337.121
2865.991,3686.913,337.121
2865.991,3686.913,337.121
2865.991,3686.913,337.121
2870.527,3690.954,333.321
2930.324,3715.676,341.156
2930.324,3715.676,341.156
2900.914,3703.469,349.557
2931.552,3716.285,332.388
2920.652,3714.948,330.739
2920.652,3714.948,330.739
2920.652,3714.948,330.739
2920.652,3714.948,330.739
2920.652,3714.948,330.739
2885.756,3691.533,351.169
2885.756,3691.533,351.169
2885.756,3691.533,351.169
2916.12,3708.87,350.239
2916.12,3708.87,350.239
2916.12,3708.87,350.239
2922.492,3720.62,351.74
2922.492,3720.62,351.74
2922.492,3720.62,351.74
2922.492,3720.62,351.74
2922.492,3720.62,351.74
2922.492,3720.62,351.74
2922.492,3720.62,351.74
2891.384,3699.082,350.515
2891.384,3699.082,350.515
2878.225,3683.47,350.992
2878.225,3683.47,350.992
2878.225,3683.47,350.992
2878.225,3683.47,350.992
2869.785,3677.159,354.545
2869.785,3677.159,354.545
2869.785,3677.159,354.545
2869.785,3677.159,354.545
2869.785,3677.159,354.545
2864.252,3686.79,350.54
2867.524,3679.815,353.262
2867.524,3679.815,353.262
2867.524,3679.815,353.262
2899.524,3710.565,350.939
2899.524,3710.565,350.939
2899.524,3710.565,350.939
2899.524,3710.565,350.939
2859.847,3674.25,353.396
2859.847,3674.25,353.396
2963.617,3737.95,336.263
2963.617,3737.95,336.263
2963.617,3737.95,336.263
2963.617,3737.95,336.263
2950.045,3730.207,348.852
2950.045,3730.207,348.852
2953.923,3736.25,329.653
2968.333,3739.503,331.982
2968.333,3739.503,331.982
2968.333,3739.503,331.982
2968.333,3739.503,331.982
2968.333,3739.503,331.982
2954.367,3733.855,336.353
2971.372,3743.837,341.437
3021.545,3789.721,344.513
3021.545,3789.721,344.513
3021.545,3789.721,344.513
2978.425,3766.207,337.76
2978.425,3766.207,337.76
2978.425,3766.207,337.76
3004.368,3765.524,329.781
3010.413,3783.944,342.178
3000.013,3763.167,341.055
3000.013,3763.167,341.055
3000.013,3763.167,341.055
2990.964,3756.154,342.946
2990.964,3756.154,342.946
2990.964,3756.154,342.946
3045.549,3800.955,345.227
3045.549,3800.955,345.227
2982.363,3754.547,347.871
2982.363,3754.547,347.871
2982.363,3754.547,347.871
3002.989,3767.389,326.644
2956.807,3748.644,331.888
2956.807,3748.644,331.888
2956.807,3748.644,331.888
2956.807,3748.644,331.888
2956.807,3748.644,331.888
2956.807,3748.644,331.888
2956.807,3748.644,331.888
2956.807,3748.644,331.888
2956.807,3748.644,331.888
2956.807,3748.644,331.888
3004.088,3773.146,345.589
3004.088,3773.146,345.589
3004.088,3773.146,345.589
3033.643,3783.209,331.503
3033.643,3783.209,331.503
2971.23,3760.576,339.463
2971.23,3760.576,339.463
2971.23,3760.576,339.463
3011.538,3772.357,331.442
3011.538,3772.357,331.442
3011.538,3772.357,331.442
3011.538,3772.357,331.442
3011.538,3772.357,331.442
3011.538,3772.357,331.442
2968.017,3746.065,349.897
2968.017,3746.065,349.897
2968.017,3746.065,349.897
3009.138,3771.566,341.94
3009.138,3771.566,341.94
2982.85,3750.461,344.921
2982.85,3750.461,344.921
2982.85,3750.461,344.921
2982.85,3750.461,344.921
2982.85,3750.461,344.921
2982.85,3750.461,344.921
2982.85,3750.461,344.921
2957.548,3752.092,342.317
2957.548,3752.092,342.317
2957.548,3752.092,342.317
2994.048,3772.674,329.477
2994.048,3772.674,329.477
2994.048,3772.674,329.477
2994.048,3772.674,329.477
2991.141,3754.975,340.457
2991.141,3754.975,340.457
2991.141,3754.975,340.457
2969.059,3758.238,328.848
2969.059,3758.238,328.848
2969.059,3758.238,328.848
3023.284,3777.311,335.407
3023.284,3777.311,335.407
3023.284,3777.311,335.407
3023.284,3777.311,335.407
3023.284,3777.311,335.407
3023.284,3777.311,335.407
3017.252,3789.381,345.865
3017.252,3789.381,345.865
3017.252,3789.381,345.865
3017.252,3789.381,345.865
3005.888,3784.664,341.257
3005.888,3784.664,341.257
2993.736,3771.322,329.109
2993.736,3771.322,329.109
2993.736,3771.322,329.109
3030.417,3791.665,325.508
3030.417,3791.665,325.508
3028.253,3787.013,327.621
3028.253,3787.013,327.621
2973.689,3758.087,331.994
2973.689,3758.087,331.994
2957.867,3746.367,346.069
2957.867,3746.367,346.069
3030.368,3800.715,335.171
3030.368,3800.715,335.171
3030.368,3800.715,335.171
3030.368,3800.715,335.171
3067.698,3808.988,325.245
3067.698,3808.988,325.245
3068.31,3806.719,332.693
3068.31,3806.719,332.693
3068.31,3806.719,332.693
3068.31,3806.719,332.693
3068.31,3806.719,332.693
3068.31,3806.719,332.693
3068.31,3806.719,332.693
3068.31,3806.719,332.693
3099.954,3830.371,339.191
3099.954,3830.371,339.191
3099.954,3830.371,339.191
3099.954,3830.371,339.191
3068.743,3827.507,331.131
3068.743,3827.507,331.131
3068.743,3827.507,331.131
3058.417,3797.921,334.701
3058.417,3797.921,334.701
3058.417,3797.921,334.701
3046.105,3811.038,332.586
3046.105,3811.038,332.586
3046.105,3811.038,332.586
3046.105,3811.038,332.586
3046.105,3811.038,332.586
3111.24,3838.712,339.016
3111.24,3838.712,339.016
3111.24,3838.712,339.016
3111.24,3838.712,339.016
3111.24,3838.712,339.016
3111.24,3838.712,339.016
3111.24,3838.712,339.016
3052.244,3815.981,340.606
3052.244,3815.981,340.606
3097.654,3831.925,339.798
3089.6,3833.302,323.902
3089.6,3833.302,323.902
3094.387,3828.683,333.644
3047.998,3816.295,335.404
3047.998,3816.295,335.404
3047.998,3816.295,335.404
3101.609,3831.459,333.801
3101.609,3831.459,333.801
3101.609,3831.459,333.801
3106.067,3836.528,324.03
3087.615,3820.49,328.989
3087.615,3820.49,328.989
3076.26,3817.121,328.892
3092.219,3827.882,328.328
3103.342,3835.456,327.56
3103.342,3835.456,327.56
3103.342,3835.456,327.56
3059.95,3805.127,342.525
3076.579,3830.499,326.72
3076.579,3830.499,326.72
3076.579,3830.499,326.72
3076.579,3830.499,326.72
3087.866,3821.305,340.699
3048.333,3806.181,345.199
3065.269,3805.252,332.992
3065.269,3805.252,332.992
3073.226,3815.741,327.183
3073.226,3815.741,327.183
3073.226,3815.741,327.183
3078.129,3813.273,335.103
3078.129,3813.273,335.103
3079.262,3822.877,342.622
3079.262,3822.877,342.622
3079.262,3822.877,342.622
3079.262,3822.877,342.622
3079.262,3822.877,342.622
3079.262,3822.877,342.622
3105.917,3842.011,325.649
3087.983,3841.403,331.069
3069.877,3830.48,333.671
3079.87,3836.371,338.108
3079.87,3836.371,338.108
3050.724,3800.877,341.539
3050.724,3800.877,341.539
3050.724,3800.877,341.539
3050.724,3800.877,341.539
3050.724,3800.877,341.539
3050.724,3800.877,341.539
3050.724,3800.877,341.539
3050.724,3800.877,341.539
3061.022,3811.979,343.823
3056.422,3800.177,331.229
3056.422,3800.177,331.229
3056.422,3800.177,331.229
3056.422,3800.177,331.229
3056.422,3800.177,331.229
3098.369,3842.348,339.56
3098.369,3842.348,339.56
3098.369,3842.348,339.56
3098.369,3842.348,339.56
3098.369,3842.348,339.56
3046.018,3800.396,343.766
3046.018,3800.396,343.766
3046.018,3800.396,343.766
3046.018,3800.396,343.766
3113.899,3841.589,335.672
3081.81,3825.785,324.209
3081.81,3825.785,324.209
3081.81,3825.785,324.209
3081.81,3825.785,324.209
3132.636,3856.98,324.145
3132.636,3856.98,324.145
3132.636,3856.98,324.145
3132.636,3856.98,324.145
3143.787,3892.847,332.008
3143.787,3892.847,332.008
3143.787,3892.847,332.008
3127.321,3851.68,332.126
3121.461,3845.416,334.877
3121.461,3845.416,334.877
3121.461,3845.416,334.877
3121.461,3845.416,334.877
3121.461,3845.416,334.877
3121.461,3845.416,334.877
3121.461,3845.416,334.877
3121.461,3845.416,334.877
3121.461,3845.416,334.877
3121.461,3845.416,334.877
3097.898,3846.933,338.48
3097.898,3846.933,338.48
3096.559,3845.1,321.434
3096.559,3845.1,321.434
3132.585,3854.536,332.946
3132.585,3854.536,332.946
3132.585,3854.536,332.946
3120.682,3871.405,335.903
3120.682,3871.405,335.903
3120.682,3871.405,335.903
3120.682,3871.405,335.903
3106.882,3852.568,322.272
3106.882,3852.568,322.272
3106.882,3852.568,322.272
3101.663,3847.724,342.501
3101.663,3847.724,342.501
3101.663,3847.724,342.501
3119.97,3872.452,327.865
3119.97,3872.452,327.865
3119.97,3872.452,327.865
3123.905,3867.312,321.797
3115.486,3853.22,324.087
3115.486,3853.22,324.087
3102.191,3848.148,324.978
3102.191,3848.148,324.978
3111.751,3851.011,323.885
3111.751,3851.011,323.885
3125.267,3874.456,323.36
3125.267,3874.456,323.36
3125.267,3874.456,323.36
3138.133,3889.122,327.557
3138.133,3889.122,327.557
3138.133,3889.122,327.557
3138.133,3889.122,327.557
3138.133,3889.122,327.557
3145.894,3887.995,333.972
3145.894,3887.995,333.972
3145.894,3887.995,333.972
3135.854,3881.818,333.631
3135.854,3881.818,333.631
3164.567,3913.18,333.564
3179.224,3930.959,327.125
3179.224,3930.959,327.125
3146.67,3890.993,321.544
3146.67,3890.993,321.544
3146.67,3890.993,321.544
3146.67,3890.993,321.544
3160.352,3900.739,335.956
3160.352,3900.739,335.956
3186.506,3936.454,329.695
3186.506,3936.454,329.695
3210.067,3936.985,328.083
3210.067,3936.985,328.083
3210.067,3936.985,328.083
3212.018,3943.015,317.902
3162.3,3908.14,327.958
3162.3,3908.14,327.958
3162.3,3908.14,327.958
3162.3,3908.14,327.958
3215.09,3942.872,324.44
3157.84,3877.389,325.667
3157.84,3877.389,325.667
3157.84,3877.389,325.667
3190.028,3918.571,332.766
3190.028,3918.571,332.766
3190.028,3918.571,332.766
3190.028,3918.571,332.766
3190.028,3918.571,332.766
3180.239,3916.797,339.515
3180.239,3916.797,339.515
3180.239,3916.797,339.515
3180.239,3916.797,339.515
3187.435,3922.643,336.897
3187.435,3922.643,336.897
3168.049,3918.179,326.548
3168.049,3918.179,326.548
3182.686,3911.513,333.822
3182.686,3911.513,333.822
3182.686,3911.513,333.822
3157.906,3895.443,321.947
3157.906,3895.443,321.947
3152.256,3886.844,322.039
3170.387,3902.909,318.599
3208.084,3940.332,333.568
3208.084,3940.332,333.568
3149.254,3883.552,336.613
3149.254,3883.552,336.613
3149.254,3883.552,336.613
3184.649,3925.038,335.904
3184.649,3925.038,335.904
3184.649,3925.038,335.904
3184.649,3925.038,335.904
3192.495,3943.994,325.355
3171.087,3918.33,322.901
3148.739,3871.327,335.341
3167.483,3909.694,336.72
3172.026,3911.795,318.828
3172.026,3911.795,318.828
3157.995,3883.245,324.455
3156.682,3903.881,328.442
3156.682,3903.881,328.442
3156.682,3903.881,328.442
3199.36,3931.273,335.273
3199.36,3931.273,335.273
3199.36,3931.273,335.273
3199.36,3931.273,335.273
3199.36,3931.273,335.273
3199.36,3931.273,335.273
3192.719,3943.462,319.98
3185.916,3923.065,320.381
3185.916,3923.065,320.381
3192.568,3941.84,323.847
3202.869,3927.591,325.291
3202.869,3927.591,325.291
3202.869,3927.591,325.291
3163.34,3887.676,333.366
3163.34,3887.676,333.366
3176.941,3897.785,328.228
3183.266,3918.697,318.433
3182.591,3905.839,321.822
3182.591,3905.839,321.822
3155.33,3902.512,329.168
3155.33,3902.512,329.168
3215.162,3968.028,330.805
3215.162,3968.028,330.805
3215.162,3968.028,330.805
3215.162,3968.028,330.805
3215.162,3968.028,330.805
3239.886,3978.92,323.909
3239.886,3978.92,323.909
3239.886,3978.92,323.909
3239.886,3978.92,323.909
3239.886,3978.92,323.909
3239.886,3978.92,323.909
3240.754,3998.063,332.804
3240.754,3998.063,332.804
3240.754,3998.063,332.804
3240.754,3998.063,332.804
3240.754,3998.063,332.804
3227.296,3987.881,326.147
3227.296,3987.881,326.147
3227.296,3987.881,326.147
3227.296,3987.881,326.147
3227.296,3987.881,326.147
3227.296,3987.881,326.147
3214.725,3953.731,334.826
3214.725,3953.731,334.826
3214.725,3953.731,334.826
3227.141,3991.122,329.837
3227.141,3991.122,329.837
3228.193,3962.64,326.743
3210.873,3962.324,331.36
3210.873,3962.324,331.36
3210.873,3962.324,331.36
3210.873,3962.324,331.36
3210.873,3962.324,331.36
3212.654,3968.956,327.809
3212.654,3968.956,327.809
3240.436,3979.911,327.973
3208.814,3955.361,332.522
3208.814,3955.361,332.522
3208.814,3955.361,332.522
3208.814,3955.361,332.522
3208.814,3955.361,332.522
3214.697,3968.97,320.814
3214.697,3968.97,320.814
3214.697,3968.97,320.814
3204.8,3951.422,333.47
3204.8,3951.422,333.47
3204.8,3951.422,333.47
3204.8,3951.422,333.47
3239.366,3998.82,314.852
3239.366,3998.82,314.852
3239.366,3998.82,314.852
3239.366,3998.82,314.852
3239.366,3998.82,314.852
3239.366,3998.82,314.852
3236.512,3973.738,319.471
3236.512,3973.738,319.471
3236.512,3973.738,319.471
3222.609,3984.622,328.929
3222.609,3984.622,328.929
3222.609,3984.622,328.929
3238.318,3992.061,334.685
3238.318,3992.061,334.685
3198.99,3946.576,319.222
3220.564,3952.987,328.627
3224.588,3980.274,318.575
3224.588,3980.274,318.575
3243.744,4023.965,322.877
3243.744,4023.965,322.877
3219.115,3963.323,317.59
3219.115,3963.323,317.59
3219.115,3963.323,317.59
3219.115,3963.323,317.59
3219.115,3963.323,317.59
3219.115,3963.323,317.59
3219.115,3963.323,317.59
3219.115,3963.323,317.59
3219.115,3963.323,317.59
3219.115,3963.323,317.59
3219.115,3963.323,317.59
3196.626,3947.914,319.634
3196.626,3947.914,319.634
3196.626,3947.914,319.634
3196.626,3947.914,319.634
3196.626,3947.914,319.634
3196.626,3947.914,319.634
3245.284,4028.91,318.664
3245.284,4028.91,318.664
3245.284,4028.91,318.664
3245.284,4028.91,318.664
3245.284,4028.91,318.664
3244.095,3984.657,329.831
3244.095,3984.657,329.831
3244.095,3984.657,329.831
3201.784,3955.087,328.275
3238.328,4011.934,321.13
3238.328,4011.934,321.13
3238.328,4011.934,321.13
3207.569,3949.778,335.614
3200.336,3947.235,332.338
3200.336,3947.235,332.338
3219.59,3947.811,331.743
3219.59,3947.811,331.743
3219.59,3947.811,331.743
3217.678,3973.092,321.134
3217.678,3973.092,321.134
3217.678,3973.092,321.134
3217.678,3973.092,321.134
3217.678,3973.092,321.134
3259.542,4031.35,330.965
3249.318,4010.045,312.425
3250.84,4028.854,317.644
3250.84,4028.854,317.644
3252.479,4042.902,325.169
3252.479,4042.902,325.169
3252.479,4042.902,325.169
3252.479,4042.902,325.169
3252.479,4042.902,325.169
3252.479,4042.902,325.169
3247.139,4012.645,330.893
3258.365,4018.351,329.345
3258.365,4018.351,329.345
3259.625,4031.202,310.453
3259.625,4031.202,310.453
3259.625,4031.202,310.453
3257.892,4040.192,331.212
3257.892,4040.192,331.212
3262.986,4042.976,312.823
3262.986,4042.976,312.823
3262.986,4042.976,312.823
3261.363,4040.966,310.678
3261.363,4040.966,310.678
3261.363,4040.966,310.678
3261.363,4040.966,310.678
3261.615,4019.513,321.312
3247.483,3989.216,325.485
3247.483,3989.216,325.485
3247.483,3989.216,325.485
3247.483,3989.216,325.485
3247.483,3989.216,325.485
3260.512,4032.138,332.99
3260.512,4032.138,332.99
3260.512,4032.138,332.99
3287.834,4120.766,327.403
3287.834,4120.766,327.403
3283.33,4066.038,328.702
3297.365,4110.817,311.936
3307.341,4130.543,312.039
3307.341,4130.543,312.039
3307.341,4130.543,312.039
3289.131,4116.79,311.573
3289.131,4116.79,311.573
3271.198,4067.381,312.162
3271.198,4067.381,312.162
3293.443,4095.152,317.62
3289.534,4107.596,329.742
3283.651,4106.32,312.567
3280.558,4096.03,326.071
3280.558,4096.03,326.071
3280.558,4096.03,326.071
3280.558,4096.03,326.071
3280.558,4096.03,326.071
3280.558,4096.03,326.071
3257.426,4049.678,320.625
3257.426,4049.678,320.625
3257.426,4049.678,320.625
3278.18,4091.868,328.75
3278.18,4091.868,328.75
3278.18,4091.868,328.75
3273.126,4061.811,330.97
3273.126,4061.811,330.97
3273.126,4061.811,330.97
3291.843,4095.178,311.976
3291.843,4095.178,311.976
3291.843,4095.178,311.976
3295.898,4120.104,308.411
3295.898,4120.104,308.411
3295.898,4120.104,308.411
3295.898,4120.104,308.411
3295.898,4120.104,308.411
3301.263,4133.731,310.459
3301.263,4133.731,310.459
3301.263,4133.731,310.459
3301.263,4133.731,310.459
3301.263,4133.731,310.459
3301.263,4133.731,310.459
3301.263,4133.731,310.459
3301.263,4133.731,310.459
3301.263,4133.731,310.459
3301.263,4133.731,310.459
3308.845,4136.407,313.29
3301.956,4131.323,306.441
3293.95,4134.157,310.87
3293.95,4134.157,310.87
3293.95,4134.157,310.87
3293.95,4134.157,310.87
3301.399,4121.921,312.163
3283.614,4100.802,313.237
3283.614,4100.802,313.237
3283.614,4100.802,313.237
3283.614,4100.802,313.237
3283.614,4100.802,313.237
3283.614,4100.802,313.237
3283.614,4100.802,313.237
3283.614,4100.802,313.237
3283.614,4100.802,313.237
3283.614,4100.802,313.237
3283.614,4100.802,313.237
3283.614,4100.802,313.237
3283.614,4100.802,313.237
3268.41,4049.804,313.733
3268.41,4049.804,313.733
3268.41,4049.804,313.733
3287.994,4109.186,310.561
3287.994,4109.186,310.561
3268.581,4070.21,311.306
3268.581,4070.21,311.306
3288.382,4071.715,316.987
3288.382,4071.715,316.987
3288.382,4071.715,316.987
3288.382,4071.715,316.987
3276.743,4103.48,316.542
3276.743,4103.48,316.542
3276.743,4103.48,316.542
3274.959,4057.959,311.821
3274.959,4057.959,311.821
3293.095,4084.86,321.143
3281.92,4108.986,318.359
3281.92,4108.986,318.359
3281.92,4108.986,318.359
3281.92,4108.986,318.359
3316.55,4144.783,320.372
3316.55,4144.783,320.372
3316.55,4144.783,320.372
3296.112,4140.501,312.785
3296.112,4140.501,312.785
3269.303,4082.94,314.903
3269.303,4082.94,314.903
3269.303,4082.94,314.903
3269.303,4082.94,314.903
3289.277,4099.632,311.135
3303.734,4142.943,308.728
3303.734,4142.943,308.728
3278.322,4060.536,330.538
3300.993,4110.017,313.784
3300.993,4110.017,313.784
3300.993,4110.017,313.784
3286.829,4098.456,307.315
3265.471,4055.729,311.473
3265.471,4055.729,311.473
3265.471,4055.729,311.473
3307.533,4140.783,322.767
3307.533,4140.783,322.767
3307.533,4140.783,322.767
3309.969,4126.666,318.052
3309.969,4126.666,318.052
3303.496,4123.362,325.711
3303.496,4123.362,325.711
3303.496,4123.362,325.711
3303.496,4123.362,325.711
3303.496,4123.362,325.711
3275.777,4052.119,316.683
3275.777,4052.119,316.683
3275.777,4052.119,316.683
3291.549,4089.388,318.739
3291.549,4089.388,318.739
3291.549,4089.388,318.739
3274.117,4062.478,312.613
3337.27,4244.058,302.098
3337.27,4244.058,302.098
3337.27,4244.058,302.098
3337.27,4244.058,302.098
3337.27,4244.058,302.098
3337.27,4244.058,302.098
3337.27,4244.058,302.098
3337.27,4244.058,302.098
3337.27,4244.058,302.098
3316.17,4208.089,314.665
3331.187,4204.357,312.983
3331.187,4204.357,312.983
3331.187,4204.357,312.983
3331.187,4204.357,312.983
3322.447,4219.312,318.677
3322.447,4219.312,318.677
3304.504,4144.951,308.11
3304.504,4144.951,308.11
3304.504,4144.951,308.11
3310.869,4175.871,309.731
3310.869,4175.871,309.731
3301.473,4159.001,318.105
3301.473,4159.001,318.105
3325.743,4178.886,310.688
3325.743,4178.886,310.688
3325.743,4178.886,310.688
3325.743,4178.886,310.688
3325.743,4178.886,310.688
3325.743,4178.886,310.688
3325.743,4178.886,310.688
3325.743,4178.886,310.688
3343.323,4232.866,307.699
3343.323,4232.866,307.699
3329.789,4189.324,312.246
3329.789,4189.324,312.246
3307.738,4178.79,309.464
3335.745,4212.295,318.322
3335.745,4212.295,318.322
3328.93,4219.752,306.718
3308.618,4162.168,308.979
3315.446,4201.46,305.774
3315.446,4201.46,305.774
3307.845,4176.943,324.288
3307.845,4176.943,324.288
3321.564,4225.333,309.971
3321.564,4225.333,309.971
3321.564,4225.333,309.971
3313.824,4150.054,308.806
3330.265,4198.792,321.979
3330.265,4198.792,321.979
3330.265,4198.792,321.979
3330.265,4198.792,321.979
3321.544,4184.699,304.989
3321.544,4184.699,304.989
3323.487,4179.171,314.755
3323.487,4179.171,314.755
3323.487,4179.171,314.755
3323.487,4179.171,314.755
3323.487,4179.171,314.755
3323.487,4179.171,314.755
3319.035,4156.055,312.537
3319.035,4156.055,312.537
3300.797,4161.269,314.228
3300.797,4161.269,314.228
3296.553,4149.461,323.416
3296.553,4149.461,323.416
3296.553,4149.461,323.416
3296.553,4149.461,323.416
3296.553,4149.461,323.416
3296.553,4149.461,323.416
3296.553,4149.461,323.416
3343.059,4241.959,322.025
3343.059,4241.959,322.025
3343.059,4241.959,322.025
3343.059,4241.959,322.025
3343.059,4241.959,322.025
3319.776,4169.625,307.194
3308.483,4152.028,327.887
3324.438,4194.199,326.443
3302.872,4173.584,316.219
3302.872,4173.584,316.219
3302.872,4173.584,316.219
3300.205,4145.956,326.566
3300.205,4145.956,326.566
3300.205,4145.956,326.566
3300.205,4145.956,326.566
3318.225,4181.947,307.723
3340.202,4221.804,321.518
3340.202,4221.804,321.518
3340.202,4221.804,321.518
3314.009,4159.98,308.461
3314.009,4159.98,308.461
3314.009,4159.98,308.461
3314.009,4159.98,308.461
3314.009,4159.98,308.461
3314.009,4159.98,308.461
3323.927,4176.519,315.157
3318.571,4217.373,308.31
3318.571,4217.373,308.31
3318.571,4217.373,308.31
3331.56,4220.849,322.616
3331.56,4220.849,322.616
3331.56,4220.849,322.616
3331.56,4220.849,322.616
3313.53,4149.07,321.07
3313.53,4149.07,321.07
3301.82,4172.466,318.322
3301.82,4172.466,318.322
3301.82,4172.466,318.322
3338.034,4225.59,317.13
3338.034,4225.59,317.13
3301.105,4153.91,308.938
3301.105,4153.91,308.938
3309.303,4184.454,310.125
3309.303,4184.454,310.125
3338.229,4258.769,322.157
3338.229,4258.769,322.157
3338.229,4258.769,322.157
3338.229,4258.769,322.157
3338.53,4272.434,310.192
3338.53,4272.434,310.192
3338.53,4272.434,310.192
3338.53,4272.434,310.192
3338.53,4272.434,310.192
3339.263,4274.584,309.212
3341.349,4259.684,323.516
3344.144,4249.731,318.95
3344.144,4249.731,318.95
3344.144,4249.731,318.95
3344.144,4249.731,318.95
3344.144,4249.731,318.95
3343.01,4281.298,318.387
3328.521,4248.38,306.495
3328.521,4248.38,306.495
3328.521,4248.38,306.495
3328.521,4248.38,306.495
3345.644,4291.579,315.816
3343.689,4250.428,324.182
3343.689,4250.428,324.182
3343.689,4250.428,324.182
3343.689,4250.428,324.182
3343.689,4250.428,324.182
3343.689,4250.428,324.182
3343.689,4250.428,324.182
3343.564,4256.233,301.799
3343.564,4256.233,301.799
3341.622,4261.177,323.007
3341.622,4261.177,323.007
3349.421,4243.809,311.544
3370.172,4304.619,311.43
3370.172,4304.619,311.43
3370.172,4304.619,311.43
3370.172,4304.619,311.43
3370.115,4315.823,315.281
3360.755,4325.55,302.961
3360.755,4325.55,302.961
3360.755,4325.55,302.961
3360.755,4325.55,302.961
3360.755,4325.55,302.961
3363.139,4338.314,306.231
3363.139,4338.314,306.231
3363.139,4338.314,306.231
3368.721,4341.413,301.402
3368.721,4341.413,301.402
3368.675,4307.864,308.233
3368.675,4307.864,308.233
3368.675,4307.864,308.233
3371.245,4334.762,318.354
3371.245,4334.762,318.354
3354.813,4319.294,311.48
3364.792,4327.42,319.615
3364.792,4327.42,319.615
3364.792,4327.42,319.615
3364.792,4327.42,319.615
3382.551,4343.026,310.756
3354.543,4303.158,304.588
3359.042,4279.137,320.022
3359.042,4279.137,320.022
3359.042,4279.137,320.022
3359.042,4279.137,320.022
3359.042,4279.137,320.022
3359.042,4279.137,320.022
3359.042,4279.137,320.022
3346.002,4263.444,302.175
3346.002,4263.444,302.175
3354.722,4260.015,310.885
3354.722,4260.015,310.885
3357.043,4327.546,314.507
3357.043,4327.546,314.507
3367.594,4317.87,303.414
3367.594,4317.87,303.414
3367.594,4317.87,303.414
3367.594,4317.87,303.414
3353.455,4289.717,320.625
3353.455,4289.717,320.625
3353.455,4289.717,320.625
3353.455,4289.717,320.625
3353.455,4289.717,320.625
3369.533,4326.402,301.743
3369.533,4326.402,301.743
3369.533,4326.402,301.743
3358.803,4331.014,313.463
3368.908,4342.291,316.419
3368.908,4342.291,316.419
3368.908,4342.291,316.419
3368.908,4342.291,316.419
3353.275,4316.828,308.814
3353.275,4316.828,308.814
3352.956,4264.412,313.704
3352.956,4264.412,313.704
3352.956,4264.412,313.704
3352.956,4264.412,313.704
3352.956,4264.412,313.704
3357.446,4307.097,302.698
3357.446,4307.097,302.698
