frame,x[nm],y [nm],z [nm]
157,4090.143,4623.426,253.6599
157,8228.015,5612.375,-93.50723
157,5219.688,6332.157,98.35609
158,5845.546,4784.127,-289.0424
158,8326.777,5647.368,-34.67506
159,8088.885,5572.803,-103.494
160,8069.87,5561.017,163.7837
160,4683.541,6978.521,75.6057
161,3271.786,4080.809,313.3148
161,5274.1,5856.456,-66.49841
161,4357.374,7873.054,103.888
162,5937.932,5787.698,64.06487
162,8955.085,6247.921,205.9187
162,4376.691,7698.798,43.05557
163,4557.752,4943.792,248.1245
163,8311.671,5646.28,-117.0776
163,5615.719,6037.809,128.6817
163,4594.847,7166.018,97.77824
164,2986.45,3753.73,358.2904
164,6589.834,5329.884,128.7624
164,8370.171,5661.646,-141.4787
164,4463.351,7440.089,71.47255
165,7165.054,5340.226,-1.598358
165,4312.206,8114.458,29.19182
166,7892.026,5509.735,-124.5485
166,6087.298,5637.47,120.7951
166,4671.744,7001.675,88.01231
166,4314.547,8279.812,-19.23759
167,3229.817,3984.622,325.1653
168,6551.886,3470.057,-567.4325
168,4397.092,7880.611,418.0452
169,6304.021,4225.336,-404.5063
169,4011.055,4600.028,274.632
169,5282.575,5863.402,-55.28648
169,9116.029,5945.508,-175.7825
170,6345.895,4208.886,-361.615
170,7270.448,5385.181,-40.54085
170,6103.745,5600.994,105.1681
170,4584.035,7167.876,88.97972
171,7077.276,5413.096,112.2363
171,9150.699,5973.706,-182.1946
171,4429.679,7523.154,92.1183
172,7796.221,5494.328,-111.6479
172,5339.395,5686.073,-114.7898
173,6757.219,2992.068,-639.1012
173,7955.623,5506.404,154.8196
173,5310.538,5759.658,-81.16127
173,4341.556,8471.586,-26.71478
174,6551.286,3412.345,-551.5004
174,5016.652,6485.698,129.0827
175,3580.379,4545.841,276.2205
175,7374.93,5398.366,-80.51643
175,6005.705,5763.197,122.2769
175,4433.707,9123.124,-127.0668
177,3645.32,4587.141,307.3366
179,4621.552,4961.905,238.1047
179,4315.337,8282.729,0.3005219
180,8926.248,6223.64,209.4677
180,4560.981,7193.672,326.8829
181,8989.072,5910.565,-144.9091
181,4715.928,6934.814,104.5768
182,6664.234,3251.941,-575.1385
182,6387.932,5328.52,-515.5579
182,7957.248,5485.646,147.7971
183,8884.262,5935.695,-491.7983
183,4366.955,8011.017,438.0118
184,4322.484,7913.699,27.10182
185,5053.348,5130.685,164.8801
185,4190.017,8755.191,561.6901
186,8918.804,5889.441,-151.3163
186,5248.312,5917.957,-59.81735
187,5714.81,4924.246,-273.3034
187,4357.209,7882.939,30.55275
189,6156.151,4620.364,-334.6719
189,4766.326,5021.271,221.6784
190,7666.081,5391.36,167.1529
190,8958.025,5885.052,-158.2361
190,5249.788,5913.12,-36.25511
190,4430.238,9106.766,-124.538
191,7104.818,5349.441,-63.10898
192,4225.39,4667.589,254.5348
192,6185.204,5289.916,62.68738
192,9039.331,6225.865,271.7701
193,5639.776,5146.342,-220.6561
193,7710.35,5397.684,-86.53061
193,8905.29,5853.469,-157.4879
194,4175.657,8665.064,533.4362
195,7864.371,5515.787,-116.5924
196,3394.937,4368.797,321.653
196,4717.21,5008.55,234.5834
197,7943.25,5615.877,-561.7366
198,3900.088,4580.696,265.8609
198,5615.052,5196.744,-183.3914
199,5624.626,5133.859,-225.6043
199,7336.145,5333.032,0.82901
199,8583.901,5747.123,-149.3755
200,2862.371,3699.321,365.1135
200,5825.083,5905.563,121.4851
200,4338.255,8223.163,24.29977
202,6038.74,5709.479,116.7399
202,9056.944,5923.039,-155.6942
202,4549.513,7203.37,316.3995
202,4316.81,8375.904,-14.0654
203,8086.223,5580.392,-108.6981
204,7771.136,5439.339,147.0515
204,8957.339,5910.659,-159.7356
205,6154.919,5290.266,49.43573
206,6310.283,4121.576,-425.0479
206,6828.529,5319.229,-35.86922
206,8869.752,6147.131,189.1303
206,4516.103,7319.391,347.1107
207,6476.32,5307.233,64.05762
208,4350.649,7997.787,440.2104
209,4466.485,7441.777,207.2404
210,4035.269,4630.187,278.3213
210,6605.445,5334.2,141.8948
210,4815.371,6624.741,140.396
210,4315.064,8269.478,1.108093
211,6601.877,3329.919,-581.1165
211,6379.849,5282.867,33.16101
211,8521.125,5849.558,167.5527
211,4357.848,7934.403,404.1835
212,5676.404,5088.391,-242.0491
212,7145.053,5409.923,133.4235
212,4810.768,6620.182,141.3041
212,4252.848,8315.048,503.2886
213,5722.835,5317.896,198.2261
213,8790.623,5828.899,-163.4768
213,4612.242,6987.452,254.7945
214,6600.188,3325.006,-606.5827
214,6245.785,4540.625,-336.2581
214,4760.072,6710.613,194.332
214,4357.258,8702.706,-48.68843
215,6301.873,4141.018,-427.4801
215,9038.969,6317.027,197.167
215,4369.511,7905.858,156.487
216,3401.123,4360.162,288.8161
216,6842.744,5324.265,-10.07401
217,6539.48,3455.997,-515.697
217,6040.241,5707.945,112.2501
217,4638.04,7095.861,95.99655
218,6756.727,3040.035,-627.1488
218,5023.854,5248.617,441.1589
218,8741.298,6009.897,173.6809
219,4955.418,6411.445,74.95529
220,7447.796,5373.846,137.8798
220,8952.056,6016.979,-46.94427
220,4389.401,8901.789,-105.5712
221,3180.526,3939.281,341.9078
222,6363.315,3661.151,-478.6998
222,4191.145,4677.59,295.5943
222,9031.716,5911.377,-151.5064
222,4356.633,8795.791,-101.2325
224,5994.039,4712.795,-311.7409
224,4434.99,9115.657,-106.1044
225,8900.008,6197.143,194.367
225,5057.87,6217.848,-506.7554
226,2953.55,3750.64,351.5175
226,5216.998,5957.448,-18.04878
226,9084.584,6357.33,187.7137
226,4535.625,7275.551,300.8406
227,5645.432,5101.853,-211.1288
227,7991.55,5551.923,-104.5652
228,7214.001,5377.701,-62.71057
229,7795.655,5444.716,157.7229
229,4253.907,8348.346,526.6829
230,4449.205,4871.327,259.4632
230,7595.853,5388.231,145.2674
230,8757.508,6051.12,164.1461
230,4498.319,7449.095,379.6951
231,4515.241,7360.125,373.7703
232,5682.892,5974.673,140.28
232,4352.113,8216.108,393.4009
233,4462.965,7602.851,360.041
234,4453.084,7587.25,507.9414
235,4535.926,4904.881,230.0204
235,7694.549,5404.176,129.9817
236,3288.835,4124.38,332.6564
236,6318.278,4240.212,-450.551
236,5081.078,5133.422,173.9017
236,7674.171,5449.706,-60.26756
237,6420.582,3614.271,-514.7122
237,8570.077,5871.304,173.4782
237,4462.542,7421.941,82.9216
237,4469.137,9235.87,-127.543
238,3440.777,4477.142,287.3027
238,7299.433,5409.819,161.5401
238,8687.407,5775.173,-135.7755
238,5397.255,6187.614,98.41911
240,6407.531,3622.207,-486.9617
240,4860.352,5053.146,191.6057
241,6123.967,5564.902,147.6027
241,8613.184,5807.463,-0.3124237
241,5031.452,6294.103,52.52907
242,8917.756,6218.498,202.4704
243,5899.048,4757.248,-311.6899
243,4566.354,4939.498,230.3046
243,5550.667,6059.474,116.9975
243,4592.282,7032.182,251.7015
244,4482.774,4886.598,255.633
244,7432.273,5400.072,-55.49728
245,4478.162,7499.133,339.2056
246,4946.259,5086.439,201.6685
246,8081.312,5643.017,-529.259
247,4296.735,8556.722,-39.98077
248,6323.002,4035.606,-418.756
248,4967.28,5103.394,186.5163
248,7583.836,5431.978,-77.28516
248,4487.703,7341.232,70.28847
249,6537.598,3445.43,-516.1099
249,7749.756,5428.695,-35.68909
250,8826.778,6121.84,166.6241
251,6911.024,5355.622,54.21272
252,8247.291,5671.518,162.2807
254,7219.079,5397.72,129.2237
254,9153.503,5978.732,-193.5597
255,6291.791,3978.117,-442.1453
255,4502.204,4895.106,248.0206
255,8761.713,6060.123,180.569
255,4348.871,8660.702,-49.43352
256,6009.087,4691.17,-285.4557
256,4592.058,4955.518,227.5235
256,7400.459,5411.389,-60.40085
256,4531.895,7293.498,79.67155
257,9164.729,6491.494,217.8882
258,5885.687,4764.458,-246.2103
258,4629.536,4972.524,199.0775
258,4599.086,7042.719,287.7643
258,4219.259,8549.014,521.6963
259,4570.085,7195.323,134.8495
260,6676.928,3176.674,-566.547
260,6234.02,5434.767,149.3464
261,3905.327,4596.177,272.7762
261,6260.926,4549.692,-349.2448
261,7667.202,5391.886,147.7374
261,4181.431,8714.73,567.2191
262,4794.317,5037.016,187.5499
262,6760.937,5317.879,-14.55139
263,3838.355,4579.574,280.5887
264,4590.047,7146.589,74.42368
265,6504.961,3509.038,-550.7576
265,4718.639,6822.232,213.4487
265,4414.866,8965.308,-85.04303
266,8729.865,6027.37,178.9841
266,4327.496,8291.048,16.4502
267,4239.151,8450.907,527.1915
268,6304.261,4081.501,-438.0043
268,7678.733,5461.616,-96.89056
268,4892.088,6457.598,92.89543
268,4228.08,8454.294,527.2267
269,6868.928,5325.866,-2.81456
269,4301.558,8172.583,-2.487183
270,5777.089,4858.983,-294.3018
270,7329.974,5397.735,-36.39336
271,5318.145,5776.59,-71.48506
271,4697.063,6977.314,98.48145
272,6848.595,5309.139,-1.924438
272,4355.86,8669.922,-42.81731
273,5670.889,5250.938,113.3312
273,8122.953,5660.108,-495.0087
274,6318.98,3784.706,-465.2228
274,8937.044,5884.176,-143.2061
275,6432.416,5317.406,111.8244
276,3259.689,4008.604,326.8102
276,6629.398,5300.767,-0.07637024
276,8763.809,5802.063,-131.934
276,4465.566,7596.732,374.2387
277,6318.206,4089.854,-459.5693
277,8203.697,5628.358,152.648
278,3029.225,3922.137,514.5643
278,4795.798,5037.756,217.962
278,5149.874,6416.04,134.8724
279,6495.058,3581.618,-572.0956
279,3100.608,3857.715,358.0846
279,8288.586,5664.956,168.5488
279,4363.166,8806.352,-78.22891
280,6531.532,5344.916,-555.2453
280,4423.454,7633.276,173.8698
281,6518.164,3501.387,-535.1642
281,5083.568,5126.818,198.2009
281,8600.076,5904.284,190.7455
281,4321.902,8331.327,-0.9910583
282,6060.78,5279.162,66.78444
282,8210.743,5628.398,-117.0779
283,9044.489,6318.724,205.0153
284,5356.378,6023.944,-78.16338
285,9165.5,6498.865,205.2079
285,4469.45,9200.078,-81.1821
286,6616.582,5350.927,-533.4968
286,5372.755,6193.19,128.0771
287,4976.567,6595.49,139.0738
288,6287.356,3841.715,-463.0799
289,3025.424,3777.661,331.3896
290,6108.51,5606.508,123.8203
290,4904.104,6670.682,101.3928
291,5580.03,5285.95,-219.181
291,8598.548,5755.8,-153.9179
291,4783.704,6659.634,159.9292
292,5649.666,5267.714,125.4993
293,3104.969,3846.782,335.9959
293,4376.662,4803.622,264.8206
293,4542.44,7240.774,87.23061
293,4386.646,8909.368,-76.92574
294,4757.291,6730.536,171.3274
295,7769.779,5483.931,-79.46114
295,4491.729,7439.298,437.1715
295,4330.879,8398.779,70.23796
296,5269.691,5190.977,198.1397
296,5213.01,6357.491,126.9406
297,3473.895,4487.437,302.3825
297,8227.57,5637.674,133.8692
298,8313.957,5657.157,-99.52499
299,6290.104,3909.544,-422.0389
299,3334.472,4262.069,331.7749
299,5481.866,5221.773,130.0314
299,4469.115,7527.654,368.4308
300,5195.698,5210.894,262.6379
300,8334.773,5713.967,182.1605
300,4581.685,7181.769,79.78889
302,8978.062,6245.139,190.2805
303,2993.433,3772.02,313.5655
303,7575.932,5451.95,-76.69037
303,9129.262,6296.822,395.3935
304,5061.977,6517.999,128.5883
305,5295.216,5809.777,-74.81667
306,7403.969,5377.739,128.0334
307,6600.474,3377.074,-558.4984
307,4253.607,4731.314,267.4451
307,9079.648,6379.287,211.6157
308,4955.046,5094.113,226.8548
308,9227.278,6001.453,-195.0616
308,4987.846,6334.02,56.9796
309,6652.624,3238.056,-567.4799
309,3217.896,3984.028,323.9885
310,6295.995,4024.802,-435.8134
310,3632.701,4566.987,292.7798
311,8146.987,5588.589,26.63254
312,6303.289,4267.131,-411.2606
312,4318.498,4732.282,233.5471
312,5326.5,5771.716,-56.5136
312,4359.396,8844.562,-59.13338
313,2990.629,3755.032,321.5706
313,5753.307,5260,112.1336
314,7609.841,5452.981,-57.46147
314,4457.667,7661.928,371.0773
315,3190.027,3916.976,324.3929
315,5716.635,5280.143,122.6351
315,8653.528,5952.115,181.2429
315,4634.513,6925.626,237.3826
316,4786.814,6649.919,165.8004
316,4443.438,9067.578,-80.80551
317,6156.573,5609.055,500.1376
317,4633.201,6922.777,237.6892
318,6386.901,3669.977,-510.0753
318,3279.123,4053.619,297.5113
318,7396,5412.95,-56.8821
319,6481.306,3558.573,-551.0078
319,5627.734,5206.083,-190.5711
319,9039.447,6239.694,341.3751
320,2991.584,3753.779,358.6142
320,4227.536,4683.312,251.1272
320,6012.148,5759.811,117.7671
320,4333.88,8511.488,-22.69669
321,8416.13,5740.573,173.2661
321,4585.156,7070.819,287.7766
322,6171.425,5475.968,96.0025
323,3099.302,3820.376,331.409
324,4364.345,7773.104,23.85971
325,3333.976,4270.31,306.9337
325,6315.414,4415.149,-395.9623
325,4952.004,6638.628,127.2267
326,3757.659,4577.531,302.4413
326,5659.012,5220.743,-464.6579
327,3529.991,4541.384,302.5438
327,5001.273,5120.525,191.8899
327,4618.159,7016.153,285.9216
327,4388.627,8795.278,-63.59879
328,6706.017,3136.608,-651.067
328,3838.392,4599.803,289.9701
328,5690.107,5274.527,93.95401
328,8003.87,5549.063,-120.0575
329,4042.021,4605.895,255.4463
329,6191.914,5289.981,67.11555
330,6294.608,3906.541,-456.1351
330,8040.715,5544.308,167.698
330,5043.684,6521.666,107.6462
330,4326.348,8406.232,-37.50534
331,5442.207,5227.687,144.5478
331,7511.268,5388.596,117.8925
331,8842.768,5836.648,-145.4184
331,4454.807,9229.572,-161.262
332,6038.716,4680.74,-411.483
332,8435.075,5766.047,168.652
332,5081.907,6187.584,11.56631
333,4480.49,4892.832,232.7519
334,6399.346,3665.891,-512.1476
335,6578.659,3394.372,-531.4977
335,5113.32,5526.813,685.6868
335,4598.815,7056.556,286.8018
336,6678.54,3182.412,-592.6406
336,3253.199,4043.579,328.679
337,7860.001,5452.675,150.7511
338,6358.732,3723.834,-476.8488
338,5257.238,5169.533,147.6104
338,4462.753,7425.597,75.82779
340,4441.107,9074.858,-95.457
341,6539.951,3470.935,-528.1003
341,3008.172,3772.178,312.5214
341,5169.555,5158.532,189.225
341,8721.676,5806.654,-157.9697
342,4817.192,5056.704,199.6346
342,4327.574,8140.543,471.0164
343,8802.682,6084.694,184.4428
343,4405.22,7880.813,417.4307
344,5273.333,5358.691,-526.9191
344,7789.47,5439.07,143.3262
344,4329.476,8402.034,-16.19209
345,4035.614,4597.762,259.9408
345,4191.109,8666.753,533.5019
346,7393.622,5395.374,-47.13608
347,3932.119,4575.839,257.0469
347,6970.345,5343.876,-7.826462
347,5059.591,6220.907,54.71703
347,4362.513,7816.035,20.95009
348,6465.344,3550.026,-541.5681
348,8408.106,5752.291,147.3701
348,4580.297,7180.585,67.93144
349,6182.844,5503.486,137.0464
349,8589.614,5904.328,177.6549
350,4493.239,4880.54,247.473
350,5564.103,5288.687,-205.4045
350,8112.461,5576.5,-139.7464
350,4789.429,6654.018,152.9285
351,4228.591,4691.734,237.0159
351,4486.562,7566.735,376.469
352,6760.091,2995.484,-622.1716
352,7162.573,5418.825,124.3448
352,4955.333,6746.367,600.5909
353,4467.47,9226.32,-123.7401
354,4253.574,4692.054,238.9209
354,5633.252,5244.578,119.1535
354,4993.178,6575.223,116.1357
