id,frame,x[nm],y [nm],z [nm]
1,1,3143.787,-3892.847,332.008
1,1,3127.321,-3851.68,332.126
1,1,3121.461,-3845.416,334.877
1,1,3121.461,-3845.416,334.877
1,1,3121.461,-3845.416,334.877
1,1,3121.461,-3845.416,334.877
1,1,3121.461,-3845.416,334.877
1,1,3121.461,-3845.416,334.877
1,1,3121.461,-3845.416,334.877
1,1,3121.461,-3845.416,334.877
1,1,3121.461,-3845.416,334.877
1,1,3121.461,-3845.416,334.877
1,1,3097.898,-3846.933,338.48
1,1,3097.898,-3846.933,338.48
1,1,3096.559,-3845.1,321.434
1,1,3096.559,-3845.1,321.434
1,1,3132.585,-3854.536,332.946
1,1,3132.585,-3854.536,332.946
1,1,3132.585,-3854.536,332.946
1,1,3120.682,-3871.405,335.903
1,1,3120.682,-3871.405,335.903
1,1,3120.682,-3871.405,335.903
1,1,3120.682,-3871.405,335.903
1,1,3106.882,-3852.568,322.272
1,1,3106.882,-3852.568,322.272
1,1,3106.882,-3852.568,322.272
1,1,3101.663,-3847.724,342.501
1,1,3101.663,-3847.724,342.501
1,1,3101.663,-3847.724,342.501
1,1,3119.97,-3872.452,327.865
1,1,3119.97,-3872.452,327.865
1,1,3119.97,-3872.452,327.865
1,1,3123.905,-3867.312,321.797
1,1,3115.486,-3853.22,324.087
1,1,3115.486,-3853.22,324.087
1,1,3102.191,-3848.148,324.978
1,1,3102.191,-3848.148,324.978
1,1,3111.751,-3851.011,323.885
1,1,3111.751,-3851.011,323.885
1,1,3125.267,-3874.456,323.36
1,1,3125.267,-3874.456,323.36
1,1,3125.267,-3874.456,323.36
1,1,3138.133,-3889.122,327.557
1,1,3138.133,-3889.122,327.557
1,1,3138.133,-3889.122,327.557
1,1,3138.133,-3889.122,327.557
1,1,3138.133,-3889.122,327.557
1,1,3145.894,-3887.995,333.972
1,1,3145.894,-3887.995,333.972
1,1,3145.894,-3887.995,333.972
1,1,3135.854,-3881.818,333.631
1,1,3135.854,-3881.818,333.631
1,1,3164.567,-3913.18,333.564
1,1,3179.224,-3930.959,327.125
1,1,3179.224,-3930.959,327.125
1,1,3146.67,-3890.993,321.544
1,1,3146.67,-3890.993,321.544
1,1,3146.67,-3890.993,321.544
1,1,3146.67,-3890.993,321.544
1,1,3160.352,-3900.739,335.956
1,1,3160.352,-3900.739,335.956
1,1,3186.506,-3936.454,329.695
1,1,3186.506,-3936.454,329.695
1,1,3210.067,-3936.985,328.083
1,1,3210.067,-3936.985,328.083
1,1,3210.067,-3936.985,328.083
1,1,3212.018,-3943.015,317.902
1,1,3162.3,-3908.14,327.958
1,1,3162.3,-3908.14,327.958
1,1,3162.3,-3908.14,327.958
1,1,3162.3,-3908.14,327.958
1,1,3215.09,-3942.872,324.44
1,1,3157.84,-3877.389,325.667
1,1,3157.84,-3877.389,325.667
1,1,3157.84,-3877.389,325.667
1,1,3190.028,-3918.571,332.766
1,1,3190.028,-3918.571,332.766
1,1,3190.028,-3918.571,332.766
1,1,3190.028,-3918.571,332.766
1,1,3190.028,-3918.571,332.766
1,1,3180.239,-3916.797,339.515
1,1,3180.239,-3916.797,339.515
1,1,3180.239,-3916.797,339.515
1,1,3180.239,-3916.797,339.515
1,1,3187.435,-3922.643,336.897
1,1,3187.435,-3922.643,336.897
1,1,3168.049,-3918.179,326.548
1,1,3168.049,-3918.179,326.548
1,1,3182.686,-3911.513,333.822
1,1,3182.686,-3911.513,333.822
1,1,3182.686,-3911.513,333.822
1,1,3157.906,-3895.443,321.947
1,1,3157.906,-3895.443,321.947
1,1,3152.256,-3886.844,322.039
1,1,3170.387,-3902.909,318.599
1,1,3208.084,-3940.332,333.568
1,1,3208.084,-3940.332,333.568
1,1,3149.254,-3883.552,336.613
1,1,3149.254,-3883.552,336.613
1,1,3149.254,-3883.552,336.613
1,1,3184.649,-3925.038,335.904
1,1,3184.649,-3925.038,335.904
1,1,3184.649,-3925.038,335.904
1,1,3184.649,-3925.038,335.904
1,1,3192.495,-3943.994,325.355
1,1,3171.087,-3918.33,322.901
1,1,3148.739,-3871.327,335.341
1,1,3167.483,-3909.694,336.72
1,1,3172.026,-3911.795,318.828
1,1,3172.026,-3911.795,318.828
1,1,3157.995,-3883.245,324.455
1,1,3156.682,-3903.881,328.442
1,1,3156.682,-3903.881,328.442
1,1,3156.682,-3903.881,328.442
1,1,3199.36,-3931.273,335.273
1,1,3199.36,-3931.273,335.273
1,1,3199.36,-3931.273,335.273
1,1,3199.36,-3931.273,335.273
1,1,3199.36,-3931.273,335.273
1,1,3199.36,-3931.273,335.273
1,1,3192.719,-3943.462,319.98
1,1,3185.916,-3923.065,320.381
1,1,3185.916,-3923.065,320.381
1,1,3192.568,-3941.84,323.847
1,1,3202.869,-3927.591,325.291
1,1,3202.869,-3927.591,325.291
1,1,3202.869,-3927.591,325.291
1,1,3163.34,-3887.676,333.366
1,1,3163.34,-3887.676,333.366
1,1,3176.941,-3897.785,328.228
1,1,3183.266,-3918.697,318.433
1,1,3182.591,-3905.839,321.822
1,1,3182.591,-3905.839,321.822
1,1,3155.33,-3902.512,329.168
1,1,3155.33,-3902.512,329.168
1,1,3215.162,-3968.028,330.805
1,1,3215.162,-3968.028,330.805
1,1,3215.162,-3968.028,330.805
1,1,3215.162,-3968.028,330.805
1,1,3215.162,-3968.028,330.805
1,1,3239.886,-3978.92,323.909
1,1,3239.886,-3978.92,323.909
1,1,3239.886,-3978.92,323.909
1,1,3239.886,-3978.92,323.909
1,1,3239.886,-3978.92,323.909
1,1,3239.886,-3978.92,323.909
1,1,3240.754,-3998.063,332.804
1,1,3240.754,-3998.063,332.804
1,1,3240.754,-3998.063,332.804
1,1,3240.754,-3998.063,332.804
1,1,3240.754,-3998.063,332.804
1,1,3227.296,-3987.881,326.147
1,1,3227.296,-3987.881,326.147
1,1,3227.296,-3987.881,326.147
1,1,3227.296,-3987.881,326.147
1,1,3227.296,-3987.881,326.147
1,1,3227.296,-3987.881,326.147
1,1,3214.725,-3953.731,334.826
1,1,3214.725,-3953.731,334.826
1,1,3214.725,-3953.731,334.826
1,1,3227.141,-3991.122,329.837
1,1,3227.141,-3991.122,329.837
1,1,3228.193,-3962.64,326.743
1,1,3210.873,-3962.324,331.36
1,1,3210.873,-3962.324,331.36
1,1,3210.873,-3962.324,331.36
1,1,3210.873,-3962.324,331.36
1,1,3210.873,-3962.324,331.36
1,1,3212.654,-3968.956,327.809
1,1,3212.654,-3968.956,327.809
1,1,3240.436,-3979.911,327.973
1,1,3208.814,-3955.361,332.522
1,1,3208.814,-3955.361,332.522
1,1,3208.814,-3955.361,332.522
1,1,3208.814,-3955.361,332.522
1,1,3208.814,-3955.361,332.522
1,1,3214.697,-3968.97,320.814
1,1,3214.697,-3968.97,320.814
1,1,3214.697,-3968.97,320.814
1,1,3204.8,-3951.422,333.47
1,1,3204.8,-3951.422,333.47
1,1,3204.8,-3951.422,333.47
1,1,3204.8,-3951.422,333.47
1,1,3239.366,-3998.82,314.852
1,1,3239.366,-3998.82,314.852
1,1,3239.366,-3998.82,314.852
1,1,3239.366,-3998.82,314.852
1,1,3239.366,-3998.82,314.852
1,1,3239.366,-3998.82,314.852
1,1,3236.512,-3973.738,319.471
1,1,3236.512,-3973.738,319.471
1,1,3236.512,-3973.738,319.471
1,1,3222.609,-3984.622,328.929
1,1,3222.609,-3984.622,328.929
1,1,3222.609,-3984.622,328.929
1,1,3238.318,-3992.061,334.685
1,1,3238.318,-3992.061,334.685
1,1,3198.99,-3946.576,319.222
1,1,3220.564,-3952.987,328.627
1,1,3224.588,-3980.274,318.575
1,1,3224.588,-3980.274,318.575
1,1,3243.744,-4023.965,322.877
1,1,3243.744,-4023.965,322.877
1,1,3219.115,-3963.323,317.59
1,1,3219.115,-3963.323,317.59
1,1,3219.115,-3963.323,317.59
1,1,3219.115,-3963.323,317.59
1,1,3219.115,-3963.323,317.59
1,1,3219.115,-3963.323,317.59
1,1,3219.115,-3963.323,317.59
1,1,3219.115,-3963.323,317.59
1,1,3219.115,-3963.323,317.59
1,1,3219.115,-3963.323,317.59
1,1,3219.115,-3963.323,317.59
1,1,3196.626,-3947.914,319.634
1,1,3196.626,-3947.914,319.634
1,1,3196.626,-3947.914,319.634
1,1,3196.626,-3947.914,319.634
1,1,3196.626,-3947.914,319.634
1,1,3196.626,-3947.914,319.634
1,1,3245.284,-4028.91,318.664
1,1,3245.284,-4028.91,318.664
1,1,3245.284,-4028.91,318.664
1,1,3245.284,-4028.91,318.664
1,1,3245.284,-4028.91,318.664
1,1,3244.095,-3984.657,329.831
1,1,3244.095,-3984.657,329.831
1,1,3244.095,-3984.657,329.831
1,1,3201.784,-3955.087,328.275
1,1,3238.328,-4011.934,321.13
1,1,3238.328,-4011.934,321.13
1,1,3238.328,-4011.934,321.13
1,1,3207.569,-3949.778,335.614
1,1,3200.336,-3947.235,332.338
1,1,3200.336,-3947.235,332.338
1,1,3219.59,-3947.811,331.743
1,1,3219.59,-3947.811,331.743
1,1,3219.59,-3947.811,331.743
1,1,3217.678,-3973.092,321.134
1,1,3217.678,-3973.092,321.134
1,1,3217.678,-3973.092,321.134
1,1,3217.678,-3973.092,321.134
1,1,3217.678,-3973.092,321.134
1,1,3259.542,-4031.35,330.965
1,1,3249.318,-4010.045,312.425
1,1,3250.84,-4028.854,317.644
1,1,3250.84,-4028.854,317.644
1,1,3252.479,-4042.902,325.169
1,1,3252.479,-4042.902,325.169
1,1,3252.479,-4042.902,325.169
1,1,3252.479,-4042.902,325.169
1,1,3252.479,-4042.902,325.169
1,1,3252.479,-4042.902,325.169
1,1,3247.139,-4012.645,330.893
1,1,3258.365,-4018.351,329.345
1,1,3258.365,-4018.351,329.345
1,1,3259.625,-4031.202,310.453
1,1,3259.625,-4031.202,310.453
1,1,3259.625,-4031.202,310.453
1,1,3257.892,-4040.192,331.212
1,1,3257.892,-4040.192,331.212
1,1,3262.986,-4042.976,312.823
1,1,3262.986,-4042.976,312.823
1,1,3262.986,-4042.976,312.823
1,1,3261.363,-4040.966,310.678
1,1,3261.363,-4040.966,310.678
1,1,3261.363,-4040.966,310.678
1,1,3261.363,-4040.966,310.678
1,1,3261.615,-4019.513,321.312
1,1,3247.483,-3989.216,325.485
1,1,3247.483,-3989.216,325.485
1,1,3247.483,-3989.216,325.485
1,1,3247.483,-3989.216,325.485
1,1,3247.483,-3989.216,325.485
1,1,3260.512,-4032.138,332.99
1,1,3260.512,-4032.138,332.99
1,1,3260.512,-4032.138,332.99
1,1,3287.834,-4120.766,327.403
1,1,3287.834,-4120.766,327.403
1,1,3283.33,-4066.038,328.702
1,1,3297.365,-4110.817,311.936
1,1,3307.341,-4130.543,312.039
1,1,3307.341,-4130.543,312.039
1,1,3307.341,-4130.543,312.039
1,1,3289.131,-4116.79,311.573
1,1,3289.131,-4116.79,311.573
1,1,3271.198,-4067.381,312.162
1,1,3271.198,-4067.381,312.162
1,1,3293.443,-4095.152,317.62
1,1,3289.534,-4107.596,329.742
1,1,3283.651,-4106.32,312.567
1,1,3280.558,-4096.03,326.071
1,1,3280.558,-4096.03,326.071
1,1,3280.558,-4096.03,326.071
1,1,3280.558,-4096.03,326.071
1,1,3280.558,-4096.03,326.071
1,1,3280.558,-4096.03,326.071
1,1,3257.426,-4049.678,320.625
1,1,3257.426,-4049.678,320.625
1,1,3257.426,-4049.678,320.625
1,1,3278.18,-4091.868,328.75
1,1,3278.18,-4091.868,328.75
1,1,3278.18,-4091.868,328.75
1,1,3273.126,-4061.811,330.97
1,1,3273.126,-4061.811,330.97
1,1,3273.126,-4061.811,330.97
1,1,3291.843,-4095.178,311.976
1,1,3291.843,-4095.178,311.976
1,1,3291.843,-4095.178,311.976
1,1,3295.898,-4120.104,308.411
1,1,3295.898,-4120.104,308.411
1,1,3295.898,-4120.104,308.411
1,1,3295.898,-4120.104,308.411
1,1,3295.898,-4120.104,308.411
1,1,3301.263,-4133.731,310.459
1,1,3301.263,-4133.731,310.459
1,1,3301.263,-4133.731,310.459
1,1,3301.263,-4133.731,310.459
1,1,3301.263,-4133.731,310.459
1,1,3301.263,-4133.731,310.459
1,1,3301.263,-4133.731,310.459
1,1,3301.263,-4133.731,310.459
1,1,3301.263,-4133.731,310.459
1,1,3301.263,-4133.731,310.459
1,1,3308.845,-4136.407,313.29
1,1,3301.956,-4131.323,306.441
1,1,3293.95,-4134.157,310.87
1,1,3293.95,-4134.157,310.87
1,1,3293.95,-4134.157,310.87
1,1,3293.95,-4134.157,310.87
1,1,3301.399,-4121.921,312.163
1,1,3283.614,-4100.802,313.237
1,1,3283.614,-4100.802,313.237
1,1,3283.614,-4100.802,313.237
1,1,3283.614,-4100.802,313.237
1,1,3283.614,-4100.802,313.237
1,1,3283.614,-4100.802,313.237
1,1,3283.614,-4100.802,313.237
1,1,3283.614,-4100.802,313.237
1,1,3283.614,-4100.802,313.237
1,1,3283.614,-4100.802,313.237
1,1,3283.614,-4100.802,313.237
1,1,3283.614,-4100.802,313.237
1,1,3283.614,-4100.802,313.237
1,1,3268.41,-4049.804,313.733
1,1,3268.41,-4049.804,313.733
1,1,3268.41,-4049.804,313.733
1,1,3287.994,-4109.186,310.561
1,1,3287.994,-4109.186,310.561
1,1,3268.581,-4070.21,311.306
1,1,3268.581,-4070.21,311.306
1,1,3288.382,-4071.715,316.987
1,1,3288.382,-4071.715,316.987
