frame,x[nm],y [nm],z [nm]
45,5681.281,5972.328,106.5129
45,9036.374,5927.991,-168.2688
46,4444.386,4850.786,266.1409
46,9067.259,6361.808,195.4518
46,4628.562,6971.264,289.4776
46,4469.131,9204.479,-115.9255
47,6451.154,3531.638,-540.9312
47,7410.147,5459.005,-532.4458
47,4781.649,6682.268,173.9412
48,5716.565,4998.233,-235.6363
48,8734.603,6006.276,179.642
49,6885.78,5398.765,126.3243
50,4793.761,5036.2,210.0898
50,4238.336,8456.423,520.9028
51,4325.427,8021.378,21.48289
52,6671.527,3219.234,-575.7855
52,4331.652,8137.216,5.427588
53,6620.038,3282.956,-585.0506
53,3294.146,4136.965,322.8243
53,7709.55,5396.3,146.1033
53,4902.579,6692.678,92.49523
54,4344.509,4788.52,238.5553
54,6221.273,5297.038,60.81402
56,3836.11,4570.588,267.0454
56,6265.945,5291.331,17.11559
56,5090.816,6163.971,8.487586
56,4326.384,8288.519,-4.253732
57,7042.007,5387.8,-479.3538
57,8796.481,5829.347,-147.4411
57,4370.685,7983.402,441.0279
58,8686.766,5784.494,-131.728
58,4295.443,8235.385,481.968
59,3031.628,3798.192,325.6415
59,4933.1,5046.428,66.62785
59,8964.344,5905.317,-160.3451
60,5406.849,6173.17,148.1656
60,4449.232,9119.835,-110.6995
61,6431.983,3604.609,-505.1216
61,9108.619,6434.849,215.2571
61,5147.225,6419.396,98.39176
61,4351.76,8706.441,-47.93499
62,6279.811,4041.592,-397.5228
62,6465.553,5301.577,90.83675
62,9000.895,5904.935,-143.865
63,3829.869,4591.196,274.033
63,7420.061,5376.683,122.5016
63,5511.287,6093.343,97.29336
64,3003.79,3771.1,359.1225
64,6298.721,4186.323,-409.9653
64,5154.338,5157.777,159.4342
64,4367.16,7969.411,428.1623
65,8384.158,5738.157,178.657
66,6337.989,4139.912,-429.1272
66,3702.669,4590.54,299.2517
66,5060.782,6516.613,118.3222
66,4243.174,8411.382,491.8967
68,6721.604,3105.726,-606.4684
68,7774.073,5445.086,177.5182
68,5463.172,5543.393,-125.0676
68,4179.333,8695.164,539.6251
69,8974.139,5890.284,-181.5093
71,6479.261,3559.345,-548.378
71,4360.112,4778.624,243.722
71,8482.622,5788.828,177.816
71,4453.811,7452.921,66.14643
72,6810.002,5340.092,17.16205
72,8383.425,5720.817,151.3406
72,4801.975,6808.485,107.7449
73,3304.946,4146.792,327.1205
73,5166.081,6416.921,126.8084
74,7216.033,5360.135,-63.91827
74,5207.478,5969.66,-20.45849
74,4490.168,7378.818,69.66496
75,5372.237,5221.171,144.0869
75,5148.04,6396.327,77.2546
76,6747.187,2978.854,-579.5403
76,8303.553,5770.201,-553.9422
76,5046.316,6534.131,93.80924
77,7547.958,5432.009,-86.64883
77,4965.792,6386.7,-555.759
77,4323.979,8079.964,445.1743
78,4326.051,8038.494,434.1158
80,7101.397,5346.658,-46.90044
80,8811.975,5828.127,-156.3832
81,6620.394,3210.249,-564.6276
81,3227.791,3986.259,322.2324
81,6317.47,4489.861,-413.2051
81,7932.916,5525.964,-97.48508
82,3351.957,4281.237,311.6422
82,5466.137,6125.959,138.4601
82,4364.797,7686.259,88.18798
83,9187.521,6509.611,222.6712
83,4411.127,8970.05,-68.36765
84,5093.938,5143.888,180.3014
84,7575.644,5434.948,-89.91283
84,9003.083,5918.123,-121.9142
84,4681.194,6980.028,98.76118
85,4252.7,4704.235,268.8652
85,4939.637,6413.473,55.99957
86,3048.171,3820.022,336.0291
86,5741.931,4907.788,-313.7647
86,4315.269,8064.305,40.30407
87,6494.688,3495.085,-510.0095
87,3298.059,4137.624,350.2411
87,4460.83,4862.784,251.7285
88,4881.683,5053.938,214.8375
88,7592.568,5388.418,163.142
89,5693.792,5006.997,-238.3909
89,7701.09,5468.496,-93.46348
89,4872.142,6729.486,133.9746
89,4316.214,8214.982,-0.25715
90,6633.878,3259.014,-569.3111
90,8918.159,5856.728,-136.0762
90,4402.571,7636.363,128.8005
91,4281.75,8246.748,483.4764
92,6308.182,4086.187,-416.6852
92,6019.313,5661.264,51.28483
92,4243.521,8416.217,516.1629
93,6112.055,4649.075,-300.9103
93,4459.066,4867.027,252.9248
93,4499.947,7387.596,365.9081
93,4457.304,9191.38,-106.5892
94,7720.35,5477.382,-87.18784
94,5098.711,6146.457,12.04296
95,9142.739,6288.145,390.2474
95,4648.893,7000.267,136.055
96,4189.353,8659.004,540.3209
97,2960.591,3742.479,325.0215
97,6311.888,4178.916,-404.5218
97,5297.862,5799.373,-68.23269
98,5806.217,5245.958,100.4231
98,4193.957,8604.981,531.4727
99,3147.621,3885.787,337.6129
99,7319.619,5397.397,-77.07661
100,6166.998,5288.737,69.13738
100,8049.111,5559.228,-117.9277
100,4253.698,8611.542,525.0736
101,6767.725,5378.143,132.6715
102,6549.835,5340.515,-531.0433
103,5929.405,5842.244,133.2843
103,4345.822,8019.35,444.9387
104,6793.481,2995.662,-644.7318
104,8862.168,5850.678,-179.0915
105,7873.745,5511.388,-85.28858
105,4263.617,8315.016,482.8658
106,8764.121,6032.154,170.1277
107,4027.118,4613.096,272.9373
109,6611.885,3373.174,-578.5522
109,4581.036,4936.632,226.3674
109,8111.478,5591.821,-108.2214
109,4868.758,6704.585,98.09689
110,6290.459,4495.92,-383.1077
110,4450.952,4874.862,261.2651
110,5674.521,5981.854,119.8898
110,9194.163,6530.503,234.4529
111,4319.961,8539.493,-49.16317
112,8224.08,5614.124,-106.7685
112,4627.997,6968.042,285.5367
113,6730.151,3097.66,-620.9593
113,2844.402,3659.795,336.9707
114,2904.883,3701.375,324.8255
114,8923.956,5882.283,-193.5275
114,4600.366,7018.959,367.5244
116,8142.885,5587.25,-104.2406
116,5077.65,6164.288,16.00506
116,4436.64,9118.987,-112.9027
117,6836.965,2934.22,-687.0423
117,3048.785,3811.425,327.5493
118,6349,3676.589,-492.0551
118,9095.689,5945.204,-166.474
118,5292.127,6267.97,122.2975
118,4378.143,7774.501,38.2204
119,3068.327,3801.042,315.707
120,3895.482,4584.999,282.7686
120,4685.046,7012.006,92.68108
121,6332.493,3798.688,-477.9609
121,7801.559,5430.183,88.70785
121,5685.803,5979.366,93.90545
122,4994.213,5108.44,199.1192
122,6233.199,5326.492,74.75422
122,4442.428,7532.802,66.27888
123,6650.532,5342.743,129.7339
123,9102.33,5949.796,-150.9267
123,5142.151,6093.093,-19.11213
123,4305.605,8303.894,-19.12159
124,6212.61,4602.233,-283.3301
124,7564.243,5369.606,128.3655
125,8052.692,5534.589,23.97152
126,4419.612,7582.439,36.62067
127,3927.258,4585.203,295.8112
127,7583.737,5426.295,-86.58298
129,3434.411,4448.616,287.6587
129,5673.062,4997.933,-249.711
129,7878.982,5501.571,-59.56318
129,4357.45,7873.023,30.83111
130,8883.113,5869.098,-153.7048
131,6661.587,3210.896,-566.5521
131,3278.841,4102.174,323.7876
131,7355.21,5358.104,143.2709
131,4599.573,7030.833,290.3826
132,6267.417,3997.339,-448.026
133,6576.123,3346.538,-529.6621
133,3039.653,3793.054,346.1469
134,2933.688,3737.757,333.335
134,4592.944,4959.405,215.0671
135,4447.943,7738.017,490.165
136,3935.539,4595.414,258.1053
136,6288.44,4524.782,-360.3779
136,5766.897,5950.967,136.5591
136,4436.208,7723.015,400.6827
137,2889.795,3688.694,298.2569
137,3679.024,4585.3,293.1745
138,3999.263,4610.747,282.2522
138,8478.697,5795.181,171.4984
138,4317.025,8518.422,-33.70076
139,2987.472,3759.501,342.9146
139,4420.878,9075.376,-99.8
140,6301.976,4147.483,-410.1454
140,7404.181,5365.963,141.0034
140,8659.294,5777.023,-142.1108
141,8821.723,6105.548,175.2124
141,4224.539,8590.081,502.802
142,6303.056,4041.801,-404.8409
142,5394.891,5210.454,118.6677
142,6566.479,5297.937,66.09211
143,6647.565,3176.297,-539.5222
143,9107.039,6423.61,212.1969
144,6279.271,3944.286,-443.5769
144,3292.165,4236.342,462.5429
144,4424.045,7507.522,61.10928
145,6664.289,3232.196,-565.7562
145,6870.086,5325.664,-31.4053
145,8922.753,5865.884,-146.3924
146,6039.581,5664.242,128.8201
146,8352.035,5706.791,185.9324
146,4481.235,7419.11,65.66593
147,6133.941,5566.676,134.3921
147,8859.122,5945.659,-505.8486
148,6306.165,3799.119,-488.2672
148,3982.752,4884.92,600.2272
148,5979.461,5749.967,111.6967
149,6127.046,5473.062,-616.1164
149,8668.027,5915.864,116.436
150,9222.6,6556.481,211.1395
151,8321.976,5650.355,-172.0562
151,4323.959,8144.539,474.0631
152,3693.244,4562.478,292.7314
152,6692.569,5306.47,-2.22561
153,7565.635,5422.922,-75.39593
153,4263.143,8312.771,492.8386
154,3197.696,3962.53,346.5857
154,4459.384,4872.188,227.1178
155,6308.636,4073.011,-439.5797
155,6144.348,5532.797,150.3995
155,8162.26,5606.123,170.1114
155,4904.813,6468.979,73.53848
157,6657.282,3213.603,-578.4834
157,4090.229,4623.855,262.3072
157,8231.474,5611.171,-93.46325
157,5220.39,6330.333,100.0739
158,5843.055,4784.074,-299.6516
158,8328.089,5645.648,-38.44693
159,8090.922,5571.899,-104.8947
160,8069.865,5559.026,168.3538
160,4684.453,6976.528,76.55628
161,3272.064,4080.569,317.974
161,5277.33,5854.953,-67.03732
161,4358.282,7875.485,108.3895
162,5938.876,5784.696,64.04469
162,8955.276,6248.447,217.0158
162,4378.189,7696.244,42.85793
163,4557.808,4944.555,258.2811
163,8313.382,5645.535,-118.2204
163,5615.898,6035.648,131.3253
163,4595.275,7162.214,98.18836
164,2986.757,3753.294,360.5287
164,6590.375,5328.765,133.3601
164,8373.418,5660.698,-141.3954
164,4464.407,7437.842,71.45451
165,7166.041,5337.66,-4.558526
165,4313.706,8112.573,28.39031
166,7894.545,5508.753,-125.9522
166,6087.899,5635.69,124.7089
166,4672.688,6999.692,89.86713
166,4316.888,8278.104,-19.93244
167,3229.937,3984.866,328.4571
168,6549.825,3470.567,-569.735
168,4398.328,7881.186,417.6488
169,6304.484,4223.853,-402.8109
169,4010.985,4598.715,280.2616
169,5285.617,5862.054,-55.56583
169,9116.801,5944.519,-176.9355
170,6347.204,4207.352,-357.2318
170,7273.382,5383.665,-41.20762
170,6104.276,5599.056,108.039
170,4584.995,7166.151,91.1034
171,7077.486,5409.962,113.4426
171,9151.511,5972.967,-181.7666
171,4430.704,7523.061,95.3043
172,7795.602,5493.052,-115.3226
172,5341.096,5684.907,-116.316
173,6760.88,2990.709,-634.0344
173,7955.772,5503.842,158.7349
173,5313.646,5758.653,-81.41628
173,4344.236,8469.729,-27.272
174,6548.056,3412.143,-552.5648
174,5017.1,6484.35,134.757
175,3580.384,4544.291,281.9973
175,7377.284,5397.471,-81.66615
175,6006.51,5762.576,126.7519
175,4435.791,9122.49,-127.1782
177,3645.484,4587.683,314.1443
179,4621.714,4962.911,247.556
179,4317.813,8280.771,0.2773654
180,8926.287,6224.137,220.3885
180,4561.138,7192.232,328.5239
181,8990.659,5909.652,-146.0862
181,4716.516,6933.176,107.1379
182,6663.647,3248.51,-567.0188
182,6377.501,5327.008,-512.98
182,7957.561,5484.653,152.682
183,8879.538,5932.834,-487.3023
183,4368.98,7987.611,414.8844
184,4323.938,7911.448,26.67637
185,5053.404,5128.526,169.0637
185,4191.254,8754.324,555.2231
186,8920.669,5888.595,-151.1557
186,5251.858,5916.794,-59.92535
187,5719.13,4923.369,-263.8614
187,4358.979,7881.213,29.97356
189,6155.991,4620.92,-343.7364
189,4766.371,5020.982,228.8742
190,7666.472,5390.819,174.5276
190,8958.997,5884.264,-160.0421
190,5252.604,5911.609,-36.7313
190,4432.367,9105.702,-124.9089
191,7105.973,5348.042,-65.34832
192,4225.445,4666.196,260.231
192,6186.338,5288.082,63.18813
192,9039.118,6238.77,304.8401
193,5642.986,5145.624,-215.5638
193,7693.35,5395.433,-108.8095
193,8908.837,5852.539,-156.4444
194,4176.562,8666.113,529.2443
195,7865.604,5514.677,-118.572
196,3394.798,4368.714,327.2797
196,4717.108,5008.439,243.0844
197,7943.584,5616.132,-565.0919
198,3899.884,4580.569,274.0786
198,5615.781,5196.184,-184.2048
199,5627.064,5133.177,-219.0941
199,7219.013,5323.528,-144.6999
199,8586.416,5746.342,-150.0345
200,2862.633,3697.608,365.5051
200,5825.668,5904.846,126.0741
200,4339.319,8221.291,23.18004
202,6039.478,5708.531,121.3011
202,9058.092,5921.999,-157.733
202,4549.803,7202.352,319.9085
202,4318.825,8374.282,-14.92069
203,8088.873,5579.56,-109.2929
204,7771.524,5437.833,150.6141
204,8958.489,5909.894,-161.7461
205,6155.969,5288.267,50.14965
206,6303.363,4121.716,-429.4374
206,6830.825,5317.089,-37.45465
206,8870.036,6146.058,195.1752
206,4516.494,7320.231,350.8556
207,6476.705,5304.934,64.37649
208,4352.495,7998.044,438.0583
209,4466.875,7469.368,295.8065
210,4035.324,4630.705,286.3423
210,6606.152,5333.342,147.9566
210,4815.941,6623.853,146.3011
210,4317.103,8268.029,1.112708
211,6601.2,3328.795,-579.4229
211,6381.265,5280.135,32.27932
211,8521.17,5848.957,174.0992
211,4358.958,7932.659,401.8225
212,5679.45,5087.252,-236.3623
212,7145.727,5407.622,137.2862
212,4811.175,6617.875,145.7739
212,4255.264,8316.748,499.6868
213,5722.495,5318.212,231.8501
213,8792.278,5828.001,-164.0915
213,4611.859,6985.268,260.3725
214,6601.17,3322.948,-599.8057
214,6244.129,4540.289,-338.9148
214,4760.025,6709.485,203.1378
214,4359.24,8701.736,-50.23937
215,6298.786,4139.573,-424.8001
215,9038.951,6316.244,204.7586
215,4370.155,7905.875,171.4304
216,3400.992,4358.918,294.6572
216,6845.023,5322.669,-10.43057
217,6531.533,3452.306,-506.174
217,6040.673,5705.861,115.3918
217,4638.953,7094.288,98.4956
218,6758.279,3034.175,-608.4739
218,5025.988,5218.1,410.1512
218,8741.718,6008.735,180.2081
219,4956.216,6409.332,75.72109
220,7448.067,5372.112,142.9687
220,8954.269,6013.055,-53.58784
220,4392.089,8900.421,-106.4168
221,3180.779,3938.363,344.0345
222,6355.171,3661.135,-478.7579
222,4190.997,4678.421,303.3368
222,9033.655,5910.446,-152.3207
222,4359.751,8794.268,-101.8737
224,5990.76,4712.616,-316.269
224,4438.16,9114.592,-106.4808
225,8899.825,6195.784,200.7103
225,5042.793,6222.555,-514.4019
226,2953.96,3751.633,355.4044
226,5219.049,5955.68,-19.78253
226,9084.876,6356.991,196.0622
226,4535.5,7274.098,304.5624
227,5644.633,5101.108,-215.24
227,7993.541,5550.515,-106.8621
228,7216.801,5376.72,-63.43212
229,7796.249,5443.651,165.0585
229,4257.566,8349.137,520.2169
230,4449.462,4871.796,268.0324
230,7595.914,5385.574,148.131
230,8757.774,6049.773,170.8741
230,4499.482,7450.233,382.0481
231,4515.789,7355.008,370.0058
232,5683.061,5972.295,144.4422
232,4352.485,8217.388,394.5539
233,4463.56,7601.789,360.5373
234,4455.971,7586.393,504.9013
235,4535.988,4905.155,237.0955
235,7695.15,5402.715,133.9574
236,3288.62,4125.534,339.5114
236,6312.778,4239.106,-448.5768
236,5081.145,5132.409,178.2828
236,7676.791,5448.161,-60.82561
237,6413.525,3610.558,-507.2649
237,8570.504,5870.53,181.3672
237,4463.434,7419.4,83.67748
237,4470.223,9234.924,-128.8939
238,3440.785,4477.035,294.5584
238,7299.976,5408.441,167.2695
238,8689.91,5774.212,-135.2983
238,5397.927,6185.931,100.8712
240,6398.812,3619.597,-481.0749
240,4860.332,5052.117,198.4939
241,6124.238,5564.085,155.4615
241,8614.676,5803.876,-4.030038
241,5032.654,6292.175,52.78507
242,8918.118,6218.705,212.0844
243,5900.188,4756.147,-305.9253
243,4566.275,4939.572,238.4871
243,5551.299,6057.284,120.303
243,4592.188,7031.282,256.7307
244,4482.583,4886.365,264.2601
244,7435.663,5398.5,-56.06731
245,4478.494,7501.828,346.4379
246,4946.196,5085.21,209.3859
246,8080.441,5642.386,-529.0799
247,4298.02,8555.07,-43.51246
248,6324.064,4034.639,-417.7165
248,4967.152,5100.564,189.8404
248,7585.51,5430.59,-78.18363
248,4488.914,7339.378,71.29856
249,6526.846,3438.08,-500.5755
249,7520.01,5539.48,-632.5953
250,8827.269,6120.792,172.0131
251,6912.326,5353.369,53.8818
252,8247.67,5671.016,168.9901
254,7219.451,5395.305,132.0048
254,9155.383,5977.982,-191.9434
255,6283.648,3977.435,-441.3017
255,4502.372,4895.637,257.118
255,8761.969,6059.579,188.6319
255,4351.297,8659.47,-50.11173
256,6011.422,4690.146,-279.7157
256,4591.911,4954.515,233.3663
256,7403.466,5410.222,-61.00124
256,4532.69,7290.469,79.34025
257,9164.746,6491.375,226.8695
258,5889.038,4763.502,-236.3281
258,4629.677,4971.875,207.5769
258,4599.309,7042.839,293.8291
258,4221.835,8548.719,515.3749
259,4571.116,7194.246,144.4323
260,6674.23,3172.989,-558.9661
260,6234.322,5432.974,154.7376
261,3905.231,4594.775,278.7079
261,6259.85,4548.659,-345.8389
261,7667.521,5390.226,151.5152
261,4184.087,8721.099,563.6611
262,4794.547,5037.656,197.1904
262,6763.456,5316.013,-15.67432
263,3838.177,4577.183,284.7
264,4590.892,7144.208,74.74232
265,6501.361,3507.218,-547.481
265,4718.482,6833.107,251.1579
265,4418.165,8963.805,-85.2306
266,8730.163,6027.234,188.4994
266,4328.78,8289.107,15.66555
267,4241.953,8459.828,524.8558
268,6303.981,4080.459,-437.0844
268,7681.196,5460.448,-97.19845
268,4892.944,6454.998,94.37206
268,4230.259,8453.757,520.7448
269,6871.197,5323.576,-4.312325
269,4303.265,8171.357,-2.955056
270,5777.913,4857.934,-291.6274
270,7332.804,5396.75,-36.72116
271,5320.751,5775.708,-72.22584
271,4697.594,6974.979,99.6777
272,6850.39,5307.119,-2.892343
272,4359.296,8667.951,-42.93613
273,5671.32,5248.534,116.6633
273,8117.01,5658.643,-494.891
274,6314.249,3783.416,-462.4087
274,8938.844,5883.24,-144.1408
275,6433.108,5315.247,115.8169
276,3260.163,4009.772,332.4193
276,6631.286,5298.868,-0.7389463
276,8764.87,5801.066,-133.4679
276,4466.173,7598.802,376.6774
277,6311.324,4089.674,-460.6037
277,8204.187,5627.37,158.8055
278,3046.538,3919.855,497.5977
278,4795.871,5036.567,224.5681
278,5150.107,6414.646,138.9311
279,6492.228,3578.437,-562.4669
279,3101.101,3858.573,360.4846
279,8288.946,5664.234,175.6639
279,4366.623,8805.196,-78.01502
280,6524.21,5345.587,-561.3505
280,4423.978,7635.148,189.1205
281,6506.514,3499.621,-526.5264
281,5083.482,5124.999,204.5486
281,8600.248,5903.618,198.6209
281,4324.042,8330.095,-1.234628
282,6061.715,5276.533,66.41468
282,8213.384,5627.385,-116.7376
283,9044.577,6318.08,213.5409
284,5348.371,6022.057,-89.9715
285,9165.707,6498.812,214.0744
285,4471.176,9198.485,-83.00838
286,6609.301,5351.676,-537.0437
286,5373.284,6190.854,131.6396
287,4976.995,6593.493,144.4374
288,6282.906,3841.372,-465.5712
289,3025.572,3776.636,334.3735
290,6109.118,5604.435,126.193
290,4904.364,6667.398,101.7224
291,5579.991,5285.295,-221.9053
291,8600.131,5754.795,-155.9358
291,4783.961,6658.696,165.0281
292,5650.363,5266.279,129.6041
293,3105.493,3848.623,342.2319
293,4376.701,4804.667,274.5343
293,4543.252,7238.75,88.06835
293,4388.776,8908.453,-78.04752
294,4757.623,6729.013,178.0219
295,7773.201,5482.555,-79.98051
295,4491.207,7445.226,442.3453
295,4331.93,8397.21,71.67011
296,5269.983,5191.131,206.9086
296,5213.674,6355.724,131.6997
297,3473.732,4486.404,306.6236
297,8228.178,5636.503,140.0254
298,8316.581,5656.024,-99.78458
299,6286.851,3908.291,-420.9453
299,3334.486,4261.636,335.55
299,5482.594,5220.374,135.204
299,4469.663,7529.032,370.0632
300,5196.563,5216.391,309.7927
300,8335.239,5713.929,190.757
300,4582.866,7180.894,82.57206
302,8978.032,6243.348,197.5831
303,2993.666,3772.912,319.6326
303,7579.483,5450.744,-75.91511
303,9130.58,6281.806,381.7823
304,5062.444,6516.619,132.7846
305,5297.943,5808.569,-74.75552
306,7404.833,5375.763,132.0203
307,6596.771,3374.414,-552.5858
307,4253.645,4730.493,271.2722
307,9079.809,6380.445,224.2893
308,4955.021,5094.612,237.8167
308,9229.461,6000.476,-193.6313
308,4989.097,6332.091,57.16656
309,6648.117,3233.403,-558.486
309,3218.122,3984.4,328.4366
310,6292.586,4023.661,-435.1952
310,3632.727,4567.838,300.8739
311,8148.376,5586.628,25.94921
312,6294.603,4266.839,-411.2222
312,4318.241,4730.013,238.0947
312,5329.024,5770.101,-57.59373
312,4360.689,8843.309,-61.09974
313,2990.556,3755.989,328.908
313,5754.235,5258.809,116.2551
314,7612.373,5451.897,-57.72526
314,4458.46,7662.63,371.9551
315,3190.095,3917.136,329.1104
315,5717.356,5277.765,125.6074
315,8653.723,5950.966,187.8894
315,4634.315,6924.292,243.4803
316,4786.724,6648.397,171.1902
316,4445.447,9066.568,-82.16831
317,6149.698,5578.592,479.9704
317,4632.994,6921.137,243.7595
318,6379.989,3669.251,-509.7894
318,3279.387,4053.203,302.4778
318,7398.816,5411.864,-57.44167
319,6476.41,3555.184,-541.4677
319,5628.527,5205.275,-190.7943
319,9039.566,6234.778,340.9732
320,2991.979,3752.569,359.2987
320,4227.424,4683.78,262.3528
320,6012.684,5758.032,121.4616
320,4335.84,8509.868,-24.01203
321,8416.587,5739.819,180.3194
321,4584.858,7069.938,293.5491
322,6171.672,5473.202,98.57548
323,3099.674,3819.66,333.2637
324,4366.055,7771.662,23.47095
325,3334.112,4271.265,315.4138
325,6315.923,4414.615,-396.5061
325,4952.72,6637.441,131.7908
326,3757.665,4577.039,308.3194
326,5653.211,5221.697,-468.1275
327,3529.813,4541.171,307.6148
327,5001.365,5119.562,198.5698
327,4618.396,7017.175,292.0311
327,4391.272,8793.749,-64.8801
328,6712.615,3135.122,-643.6998
328,3838.339,4599.374,296.3285
328,5690.951,5272.442,96.15154
328,8006.084,5547.875,-120.8064
329,4041.845,4605.975,263.4702
329,6192.874,5287.463,67.35256
330,6288.439,3904.333,-453.4643
330,8041.077,5544.914,176.3527
330,5044.882,6520.649,112.6467
330,4328.185,8404.827,-39.15997
331,5442.61,5226.278,149.3094
331,7511.851,5386.33,120.2368
331,8846.373,5835.593,-143.8848
331,4455.331,9229.048,-163.2568
332,6033.087,4680.543,-407.8253
332,8435.415,5765.538,176.8162
332,5083.506,6185.573,10.46833
333,4480.6,4893.389,241.729
334,6392.716,3661.243,-501.1293
335,6576.579,3390.501,-522.3558
335,5115.479,5514.863,665.9366
335,4598.706,7056.4,293.122
336,6678.051,3175.793,-574.1712
336,3253.702,4046.269,334.76
337,7860.481,5451.651,158.2382
338,6352.606,3721.579,-472.3267
338,5257.781,5167.857,153.3519
338,4463.355,7423.58,76.48167
340,4443.873,9073.694,-96.41033
341,6540.942,3470.796,-528.6251
341,3008.215,3771.877,318.0959
341,5169.759,5157.904,197.6039
341,8723.407,5805.931,-158.7488
342,4817.284,5057.148,208.9444
342,4330.062,8136.208,464.9822
343,8802.831,6085.028,193.0739
343,4406.578,7882.934,417.2518
344,5265.469,5354.778,-531.1187
344,7789.913,5438.097,148.4512
344,4331.668,8400.533,-17.47441
345,4035.615,4598.05,269.3996
345,4192.512,8665.519,527.6829
346,7396.339,5393.953,-48.17242
347,3932.06,4576.727,269.6418
347,6972.818,5342.252,-8.14457
347,5061.147,6218.753,55.32932
347,4363.821,7813.925,19.72263
348,6459.13,3548.008,-537.3351
348,8408.554,5750.97,153.0822
348,4581.206,7178.654,69.01997
349,6183.364,5502.532,141.6888
349,8589.484,5901.573,181.9406
350,4493.221,4879.882,252.8861
350,5566.394,5287.735,-203.1042
350,8115.053,5575.882,-138.8527
350,4789.77,6652.881,159.9436
351,4228.767,4694.862,251.7891
351,4486.817,7566.472,377.1248
352,6765.561,2995.117,-616.065
352,7163.135,5416.494,127.8802
352,4957.816,6736.743,595.1241
353,4470.456,9225.105,-123.6635
354,4253.568,4692.428,247.0613
354,5633.81,5242.596,122.402
354,4993.767,6573.389,119.1357
